TAZID_900,parcel_acres,vacant_acres_19,vacant_acres_50,res_units_per_acre_19,res_units_per_acre_50,sf_units_per_acre_19,sf_units_per_acre_50,mf_units_per_acre_19,mf_units_per_acre_50,job_spaces_per_acre_19,job_spaces_per_acre_50,ttl_jobs_per_acre_19,ttl_jobs_per_acre_50,ind_jobs_per_acre_19,ind_jobs_per_acre_50,rtl_jobs_per_acre_19,rtl_jobs_per_acre_50,off_jobs_per_acre_19,off_jobs_per_acre_50,max_res_units_per_acre_19,max_res_units_per_acre_50,max_sf_units_per_acre_19,max_sf_units_per_acre_50,max_mf_units_per_acre_19,max_mf_units_per_acre_50,max_job_spaces_per_acre_19,max_job_spaces_per_acre_50,max_ttl_jobs_per_acre_19,max_ttl_jobs_per_acre_50,max_ind_jobs_per_acre_19,max_ind_jobs_per_acre_50,max_rtl_jobs_per_acre_19,max_rtl_jobs_per_acre_50,max_off_jobs_per_acre_19,max_off_jobs_per_acre_50,mean_res_units_per_acre_19,mean_res_units_per_acre_50,mean_sf_units_per_acre_19,mean_sf_units_per_acre_50,mean_mf_units_per_acre_19,mean_mf_units_per_acre_50,mean_job_spaces_per_acre_19,mean_job_spaces_per_acre_50,mean_ttl_jobs_per_acre_19,mean_ttl_jobs_per_acre_50,mean_ind_jobs_per_acre_19,mean_ind_jobs_per_acre_50,mean_rtl_jobs_per_acre_19,mean_rtl_jobs_per_acre_50,mean_off_jobs_per_acre_19,mean_off_jobs_per_acre_50
445,131.15,37,8,1.46,2.44,0.8,1.78,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,4.04,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,2.68,2.05,2.6,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,215.94000000000005,39,9,1.19,1.7,1.19,1.53,0.0,0.18,0.82,1.11,0.82,1.09,0.0,0.0,0.29,0.31,0.53,0.78,6.9,7.14,6.9,7.14,0.0,5.41,25.66,32.43,25.66,22.38,0.0,0.0,12.5,10.0,18.33,18.81,2.41,2.76,2.41,2.68,0.0,0.08,0.45,0.63,0.45,0.57,0.0,0.0,0.24,0.23,0.21,0.34
447,267.1599999999998,65,18,0.44,1.82,0.44,1.3,0.0,0.52,0.61,1.06,0.48,0.82,0.1,0.15,0.02,0.02,0.37,0.64,7.14,44.44,7.14,22.22,0.0,22.22,32.63,24.21,31.58,20.0,7.03,8.65,3.16,1.08,28.42,18.95,1.27,4.56,1.27,2.28,0.0,2.28,0.6,0.9,0.49,0.67,0.08,0.12,0.02,0.02,0.39,0.54
448,205.95000000000013,129,28,0.05,3.82,0.04,0.01,0.01,3.81,3.15,4.43,2.64,3.4,1.54,1.75,0.26,0.27,0.84,1.38,5.0,7.97,5.0,5.0,0.28,7.97,86.21,86.21,82.76,86.21,51.72,51.72,10.34,10.34,23.08,24.14,0.18,3.19,0.18,0.08,0.0,3.11,9.52,11.14,8.81,9.7,5.39,5.58,0.81,0.75,2.6,3.37
449,291.18000000000006,103,47,0.93,1.32,0.93,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,6.06,6.06,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.96,1.85,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,296.0799999999999,207,43,0.46,3.25,0.33,1.18,0.14,2.07,1.39,3.86,1.4,3.35,1.11,1.78,0.0,0.15,0.29,1.43,6.25,7.89,6.25,6.25,5.76,7.89,29.93,29.93,29.93,29.58,21.03,18.89,0.0,1.95,11.97,11.97,1.81,2.98,1.77,2.07,0.04,0.91,0.42,1.19,0.42,0.81,0.3,0.42,0.0,0.03,0.12,0.36
451,155.15999999999997,61,26,0.0,2.7,0.0,0.0,0.0,2.7,3.46,3.53,2.91,2.98,0.78,0.45,0.85,0.63,1.28,1.9,0.0,6.67,0.0,0.0,0.0,6.67,24.7,28.3,22.54,23.02,12.31,7.43,5.15,4.32,10.79,11.27,0.0,2.57,0.0,0.0,0.0,2.57,3.99,3.91,3.42,2.93,1.0,0.54,1.04,0.69,1.38,1.7
452,276.8500000000001,212,130,0.21,0.78,0.21,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,5.56,5.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,1.17,0.81,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,277.3799999999998,93,79,1.28,1.47,0.64,0.81,0.63,0.67,1.72,1.87,1.73,1.8,0.83,0.81,0.3,0.3,0.6,0.69,22.22,22.22,22.22,22.22,10.31,10.31,91.3,91.3,91.3,91.3,26.67,26.67,18.52,17.39,73.91,73.91,2.4,2.87,2.33,2.49,0.07,0.37,2.11,2.22,2.12,2.13,0.95,0.92,0.31,0.29,0.86,0.92
454,133.85999999999999,13,7,1.41,1.79,0.04,0.04,1.37,1.76,1.66,2.23,1.44,1.82,0.99,1.22,0.1,0.07,0.35,0.53,7.78,7.78,1.79,1.79,7.78,7.78,17.46,23.08,17.46,20.51,17.46,14.29,5.71,5.13,4.32,10.26,0.27,1.25,0.13,0.11,0.14,1.15,1.33,1.92,1.22,1.61,0.65,0.98,0.28,0.16,0.29,0.47
455,95.28000000000002,34,7,4.11,7.35,0.1,0.01,4.01,7.34,6.98,7.69,4.33,7.09,0.45,0.37,1.05,1.21,2.83,5.52,23.89,23.89,5.88,5.88,23.89,23.89,79.26,79.26,56.68,78.34,12.77,8.51,24.49,22.45,41.47,59.91,1.57,4.58,0.36,0.12,1.21,4.46,4.85,6.1,3.74,5.34,0.61,0.6,1.22,1.16,1.92,3.58
456,290.85,151,81,0.51,1.03,0.51,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.71,1.52,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,301.51000000000016,207,147,0.38,0.85,0.26,0.61,0.12,0.24,1.0,1.79,0.88,1.67,0.31,0.64,0.15,0.16,0.42,0.87,6.67,22.22,6.67,11.11,2.76,11.11,19.28,19.28,16.85,19.02,11.24,12.36,7.02,6.43,11.63,12.85,0.31,2.32,0.28,0.72,0.03,1.6,1.17,1.85,0.97,1.7,0.36,0.58,0.14,0.14,0.47,0.98
458,295.2299999999998,148,57,0.35,1.14,0.35,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.73,1.05,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,287.09000000000015,132,40,1.19,2.49,0.43,0.78,0.76,1.7,2.32,2.46,2.35,2.35,0.95,0.89,0.08,0.07,1.32,1.39,21.86,21.86,7.14,7.14,21.86,21.86,72.92,72.92,72.92,72.92,15.0,12.5,10.31,8.25,72.92,70.83,1.66,2.58,1.53,1.61,0.13,0.97,1.97,2.1,1.99,1.95,0.85,0.79,0.06,0.05,1.08,1.11
460,287.5300000000005,33,29,1.25,1.38,1.13,1.27,0.11,0.11,1.05,1.07,1.01,1.04,0.01,0.01,0.07,0.06,0.93,0.96,10.56,10.56,6.25,6.25,10.56,10.56,45.49,45.49,42.96,45.13,0.56,0.56,4.95,4.95,41.16,43.68,1.94,2.09,1.92,2.06,0.03,0.03,0.29,0.31,0.28,0.29,0.0,0.0,0.03,0.02,0.26,0.26
461,311.36,241,99,0.27,1.63,0.27,1.61,0.0,0.02,0.08,0.34,0.0,0.22,0.0,0.0,0.0,0.02,0.0,0.2,5.56,12.12,5.56,6.06,0.0,6.06,4.38,4.38,0.0,4.38,0.0,0.0,0.0,0.55,0.0,4.38,1.24,2.14,1.24,2.0,0.0,0.14,0.03,0.18,0.0,0.1,0.0,0.0,0.0,0.01,0.0,0.09
462,348.04000000000025,133,74,0.88,1.24,0.88,1.1,0.0,0.14,0.03,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,8.33,8.33,8.33,8.33,0.0,7.6,2.9,2.9,2.58,2.58,0.0,0.0,0.0,0.0,2.58,2.58,1.85,1.94,1.85,1.9,0.0,0.04,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01
463,306.0299999999998,157,73,0.15,0.82,0.15,0.82,0.0,0.01,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.03,3.45,3.7,3.45,3.7,0.0,0.4,1.39,1.39,1.39,1.39,0.0,0.0,0.0,0.0,1.39,1.39,0.41,0.97,0.41,0.97,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02
464,149.21,69,36,0.92,2.35,0.65,1.83,0.27,0.52,1.72,2.25,1.64,1.83,0.08,0.09,0.0,0.02,1.55,1.72,16.76,26.67,7.41,13.33,16.76,16.76,125.0,125.0,122.67,123.84,4.55,4.55,0.0,0.2,122.67,123.84,1.86,3.26,1.73,2.9,0.13,0.37,1.0,1.13,0.93,0.98,0.07,0.08,0.0,0.0,0.86,0.9
465,116.4,54,49,6.98,7.0,0.03,0.03,6.96,6.98,1.3,2.79,0.66,1.06,0.21,0.21,0.01,0.01,0.45,0.83,23.09,23.09,1.72,1.72,23.09,23.09,42.86,42.86,28.57,36.73,13.33,13.33,2.04,2.04,22.45,30.61,1.4,1.5,0.09,0.09,1.3,1.41,5.57,7.11,4.39,5.29,1.41,1.38,0.05,0.05,2.93,3.86
466,219.04,108,48,0.56,2.04,0.56,1.96,0.0,0.07,0.1,0.48,0.08,0.12,0.0,0.0,0.05,0.06,0.03,0.06,14.29,28.57,14.29,14.29,0.0,14.29,35.48,35.48,29.03,27.42,0.0,0.0,19.35,17.74,9.68,9.68,1.3,3.41,1.3,2.93,0.0,0.48,0.17,0.43,0.14,0.15,0.0,0.0,0.1,0.09,0.05,0.06
467,131.02999999999997,59,13,3.72,5.5,0.6,1.21,3.12,4.3,0.0,1.13,0.0,0.15,0.0,0.05,0.0,0.03,0.0,0.07,31.7,31.7,13.33,13.33,31.7,31.7,0.0,15.76,0.0,2.25,0.0,0.97,0.0,0.96,0.0,1.29,4.16,4.95,3.69,3.93,0.47,1.02,0.0,0.61,0.0,0.06,0.0,0.02,0.0,0.01,0.0,0.03
468,110.14000000000006,27,4,1.5,2.97,0.71,0.73,0.79,2.24,0.07,3.04,0.04,1.27,0.0,0.09,0.0,0.29,0.04,0.89,11.89,11.89,3.77,3.77,11.89,11.89,25.0,30.0,12.5,21.88,0.0,0.93,0.0,1.7,12.5,21.88,1.17,3.67,1.08,1.06,0.09,2.61,0.19,3.24,0.09,0.5,0.0,0.01,0.0,0.04,0.09,0.45
469,284.46000000000004,64,34,1.14,1.32,1.14,1.31,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,10.53,10.53,10.53,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.94,1.88,1.91,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,281.35,37,22,0.8,0.87,0.8,0.87,0.0,0.0,0.24,0.28,0.61,0.55,0.01,0.0,0.01,0.01,0.59,0.54,6.67,6.67,6.67,6.67,0.0,0.0,4.69,4.69,12.36,11.16,0.15,0.07,0.15,0.15,12.06,10.94,1.31,1.33,1.31,1.33,0.0,0.0,0.04,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.07,0.06
471,216.07,36,23,0.71,0.8,0.71,0.8,0.0,0.0,0.03,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,3.03,3.03,3.03,3.03,0.0,0.0,0.4,0.4,0.32,0.32,0.0,0.0,0.0,0.0,0.32,0.32,1.01,1.05,1.01,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,186.01999999999978,27,10,1.34,1.96,1.34,1.4,0.0,0.55,0.27,0.32,0.15,0.22,0.04,0.04,0.0,0.0,0.11,0.18,11.11,33.33,11.11,16.67,0.0,16.67,4.49,18.18,2.51,8.33,0.72,0.72,0.0,0.0,1.8,8.33,2.55,3.45,2.55,2.72,0.0,0.73,0.02,0.32,0.01,0.04,0.0,0.0,0.0,0.0,0.01,0.04
473,152.82000000000014,88,14,2.37,5.58,1.48,1.48,0.89,4.1,2.15,4.69,1.55,3.44,0.0,0.05,0.17,0.57,1.38,2.83,20.0,20.0,20.0,20.0,11.14,11.14,300.0,300.0,300.0,300.0,0.0,0.38,200.0,200.0,100.0,100.0,5.21,5.97,5.17,5.17,0.04,0.81,4.11,5.0,4.04,4.67,0.0,0.0,2.22,2.33,1.82,2.34
474,47.86999999999999,2,0,2.84,3.86,2.84,2.8,0.0,1.07,0.0,1.07,0.0,0.75,0.0,0.02,0.0,0.02,0.0,0.71,9.52,9.52,9.52,9.52,0.0,6.86,0.0,24.29,0.0,17.14,0.0,0.48,0.0,0.48,0.0,16.19,4.47,4.58,4.47,4.47,0.0,0.11,0.0,0.18,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12
475,966.0999999999989,742,544,0.21,0.65,0.21,0.64,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,10.0,10.0,10.0,10.0,0.0,4.35,0.0,3.07,0.0,1.13,0.0,0.0,0.0,0.16,0.0,0.97,0.83,1.36,0.83,1.3,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,828.3999999999993,518,445,0.06,0.2,0.06,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.58,0.39,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,418.6199999999997,290,181,0.26,0.9,0.26,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.71,1.32,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,229.90999999999997,192,61,0.13,1.4,0.13,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,3.03,3.03,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.34,0.51,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,250.09999999999982,99,47,0.44,1.01,0.44,1.01,0.0,0.0,0.17,0.17,0.12,0.14,0.0,0.0,0.02,0.02,0.1,0.12,5.88,5.88,5.88,5.88,0.0,0.0,2.2,2.2,1.64,1.74,0.0,0.0,0.21,0.21,1.44,1.54,0.81,1.16,0.81,1.16,0.0,0.0,0.03,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02
480,252.09999999999985,89,38,0.46,1.04,0.46,1.04,0.0,0.0,0.27,0.57,0.23,0.36,0.06,0.05,0.0,0.0,0.17,0.3,2.5,2.86,2.5,2.86,0.0,0.0,18.99,18.99,17.72,17.72,3.02,2.51,0.0,1.0,17.72,17.72,0.68,1.05,0.68,1.05,0.0,0.0,0.31,0.43,0.28,0.33,0.03,0.03,0.0,0.01,0.24,0.3
481,153.62000000000003,69,61,0.63,0.79,0.63,0.79,0.0,0.0,0.06,0.06,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.03,3.45,3.45,3.45,3.45,0.0,0.0,21.43,21.43,11.9,11.9,0.0,0.0,0.0,0.0,11.9,11.9,1.05,1.12,1.05,1.12,0.0,0.0,0.19,0.19,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1
482,157.36,97,51,0.38,1.15,0.38,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,10.53,10.53,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.4,1.09,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,140.06,62,27,0.81,1.36,0.81,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.71,1.58,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,235.6100000000004,98,52,0.94,1.4,0.93,1.39,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.9,6.9,6.9,2.08,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2.26,2.08,2.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,247.07000000000014,88,36,0.91,2.54,0.91,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,2.95,2.11,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,555.8100000000001,448,361,0.15,0.28,0.15,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.64,0.57,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,394.71999999999986,258,218,0.28,0.36,0.28,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.71,0.66,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,402.5799999999998,269,235,0.25,0.33,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,3.12,3.12,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.68,0.64,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,135.71999999999989,26,19,1.27,1.39,1.27,1.39,0.0,0.0,0.27,0.32,0.23,0.26,0.05,0.05,0.09,0.08,0.09,0.13,4.35,4.35,4.35,4.35,0.0,0.0,25.0,25.0,21.05,22.37,5.26,5.26,7.89,6.58,7.89,10.53,1.87,1.89,1.87,1.89,0.0,0.0,0.21,0.25,0.18,0.2,0.04,0.04,0.07,0.06,0.07,0.09
490,153.41000000000003,28,20,0.7,0.81,0.7,0.81,0.0,0.0,0.68,1.4,0.65,0.73,0.23,0.23,0.0,0.01,0.41,0.49,5.13,5.13,5.13,5.13,0.0,0.0,15.29,15.29,14.12,12.94,9.41,8.24,0.0,0.15,10.64,10.64,1.35,1.41,1.35,1.41,0.0,0.0,0.47,0.74,0.45,0.46,0.23,0.22,0.0,0.0,0.22,0.24
491,161.9899999999999,90,42,0.37,1.49,0.37,1.49,0.0,0.0,0.08,0.09,0.08,0.07,0.0,0.0,0.08,0.07,0.0,0.0,3.7,4.27,3.7,4.27,0.0,0.0,13.98,13.98,13.98,12.9,0.0,0.0,13.98,12.9,0.0,0.0,0.96,1.44,0.96,1.44,0.0,0.0,0.17,0.21,0.17,0.16,0.0,0.0,0.17,0.16,0.0,0.0
492,215.4400000000001,76,55,0.79,1.0,0.78,0.99,0.01,0.01,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.05,4.76,4.76,4.35,4.35,4.76,4.76,2.19,4.26,1.75,1.75,0.0,0.0,0.0,0.0,1.75,1.75,1.33,1.44,1.3,1.41,0.02,0.02,0.02,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02
493,239.92000000000007,179,98,0.25,1.12,0.25,1.1,0.0,0.03,0.19,0.29,0.11,0.16,0.1,0.1,0.0,0.0,0.01,0.06,14.29,14.29,14.29,14.29,0.0,1.28,23.21,23.21,8.93,12.5,8.93,10.71,0.0,0.17,6.67,6.67,1.07,1.49,1.07,1.48,0.0,0.01,0.57,0.72,0.27,0.34,0.18,0.19,0.0,0.0,0.09,0.15
494,244.66000000000008,159,84,0.28,0.87,0.28,0.87,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,4.35,4.35,4.35,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.05,0.78,1.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,238.38000000000002,132,13,0.15,3.4,0.15,3.4,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.26,4.0,5.26,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,3.18,0.68,3.18,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,205.87000000000023,56,18,1.87,2.92,1.81,2.85,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.59,16.0,8.7,8.7,11.59,11.59,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,3.8,3.14,3.72,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,163.28999999999994,59,31,3.53,3.72,0.77,0.77,2.76,2.95,0.27,5.69,0.24,2.33,0.04,0.27,0.08,0.21,0.12,1.86,11.11,11.11,11.11,11.11,7.17,6.67,42.86,42.86,36.36,36.36,7.79,7.79,16.88,16.88,28.12,28.12,3.86,4.17,3.78,3.77,0.08,0.4,0.48,1.04,0.44,0.65,0.07,0.08,0.11,0.15,0.26,0.42
498,148.57000000000005,8,8,4.56,4.58,1.95,1.97,2.61,2.61,1.27,1.29,1.26,1.27,0.01,0.02,0.05,0.04,1.2,1.2,10.53,10.53,10.53,10.53,9.19,9.19,89.55,89.55,89.55,88.06,0.78,2.34,4.35,2.17,88.06,86.57,4.23,4.25,4.13,4.15,0.1,0.1,0.66,0.69,0.66,0.67,0.0,0.01,0.03,0.02,0.63,0.63
499,165.58999999999943,17,10,2.99,3.26,2.99,3.18,0.0,0.08,1.51,1.64,1.47,1.57,0.0,0.0,0.79,0.74,0.68,0.83,11.11,11.11,11.11,11.11,0.0,4.53,3633.33,3633.33,3633.33,3600.0,0.0,0.0,1666.67,1500.0,1966.67,2100.0,4.34,4.4,4.34,4.38,0.0,0.02,7.37,7.44,7.34,7.35,0.0,0.0,3.39,3.07,3.95,4.28
500,178.8299999999997,26,5,3.07,3.7,3.07,3.11,0.0,0.59,1.17,3.67,1.12,2.14,0.02,0.04,0.56,0.95,0.54,1.15,13.33,13.33,13.33,13.33,0.0,12.5,37.5,37.5,37.5,36.36,5.13,5.13,20.45,18.42,17.39,18.84,5.01,5.38,5.01,5.08,0.0,0.3,0.37,0.59,0.34,0.41,0.01,0.02,0.17,0.19,0.15,0.21
501,107.68999999999997,11,5,3.48,3.58,3.44,3.46,0.05,0.11,0.72,2.16,0.72,0.84,0.0,0.0,0.0,0.05,0.72,0.79,11.11,11.11,11.11,11.11,8.82,8.82,7.14,15.67,7.14,6.68,0.0,0.0,0.0,0.52,7.14,6.68,4.59,4.62,4.54,4.57,0.05,0.05,0.02,0.08,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02
502,198.13999999999956,24,21,2.3,2.42,2.2,2.25,0.1,0.17,5.37,5.69,5.37,5.42,0.53,0.5,0.07,0.07,4.77,4.85,10.53,10.53,10.53,10.53,10.0,10.0,37.59,37.59,37.5,37.59,10.67,10.0,1.0,0.91,36.22,36.13,4.35,4.4,4.16,4.19,0.2,0.21,0.54,0.66,0.54,0.56,0.1,0.09,0.0,0.0,0.43,0.47
503,142.37000000000012,5,1,5.19,5.41,4.33,4.47,0.86,0.93,1.12,1.22,1.14,1.18,0.0,0.0,0.35,0.37,0.79,0.81,18.18,18.18,18.18,18.18,16.03,16.03,61.64,61.64,64.38,61.64,0.0,0.0,16.28,14.52,53.42,52.05,6.1,6.15,6.08,6.08,0.03,0.06,0.32,0.37,0.33,0.36,0.0,0.0,0.11,0.12,0.22,0.24
504,161.5199999999997,4,3,2.59,2.77,2.05,2.06,0.54,0.71,1.36,1.8,1.32,1.47,0.0,0.0,0.0,0.02,1.32,1.45,26.32,23.53,10.53,10.53,26.32,23.53,85.0,87.5,85.0,85.0,0.0,0.0,0.0,1.75,85.0,85.0,4.73,4.85,3.88,3.87,0.85,0.98,0.84,1.19,0.78,0.87,0.0,0.0,0.0,0.01,0.78,0.86
505,114.72000000000003,7,2,5.94,6.23,1.93,1.92,4.02,4.31,3.63,4.72,2.07,3.55,0.16,0.31,0.63,0.75,1.28,2.48,19.35,19.35,4.51,4.51,19.35,19.35,66.67,66.67,52.38,66.67,3.31,5.86,22.73,19.05,35.71,47.62,5.11,6.21,0.29,0.25,4.82,5.96,12.59,15.9,8.9,12.88,0.31,0.53,3.77,3.83,4.82,8.52
506,153.11999999999958,8,7,4.25,4.43,4.25,4.43,0.0,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.07,11.76,11.76,11.76,11.76,0.0,0.0,24.44,24.44,22.22,22.22,0.0,0.0,0.0,0.0,22.22,22.22,4.96,5.01,4.96,5.01,0.0,0.0,0.04,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.03
507,39.62000000000002,10,0,2.15,3.74,2.15,2.15,0.0,1.59,0.68,1.59,0.68,0.78,0.0,0.0,0.18,0.18,0.5,0.61,6.45,7.0,6.45,6.45,0.0,7.0,35.14,35.14,35.14,37.84,0.0,0.0,10.81,10.81,24.32,27.03,2.83,2.97,2.83,2.83,0.0,0.14,0.61,0.69,0.61,0.64,0.0,0.0,0.17,0.17,0.44,0.48
508,111.98000000000003,5,1,3.77,3.97,3.77,3.97,0.0,0.0,0.56,0.56,0.55,0.55,0.0,0.0,0.0,0.0,0.55,0.55,14.29,14.29,14.29,14.29,0.0,0.0,91.3,91.3,89.86,89.86,0.0,0.0,0.0,0.0,89.86,89.86,4.68,4.76,4.68,4.76,0.0,0.0,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.21,0.21
