TAZID_900,parcel_acres,vacant_acres_19,vacant_acres_50,res_units_per_acre_19,res_units_per_acre_50,sf_units_per_acre_19,sf_units_per_acre_50,mf_units_per_acre_19,mf_units_per_acre_50,job_spaces_per_acre_19,job_spaces_per_acre_50,ttl_jobs_per_acre_19,ttl_jobs_per_acre_50,ind_jobs_per_acre_19,ind_jobs_per_acre_50,rtl_jobs_per_acre_19,rtl_jobs_per_acre_50,off_jobs_per_acre_19,off_jobs_per_acre_50,max_res_units_per_acre_19,max_res_units_per_acre_50,max_sf_units_per_acre_19,max_sf_units_per_acre_50,max_mf_units_per_acre_19,max_mf_units_per_acre_50,max_job_spaces_per_acre_19,max_job_spaces_per_acre_50,max_ttl_jobs_per_acre_19,max_ttl_jobs_per_acre_50,max_ind_jobs_per_acre_19,max_ind_jobs_per_acre_50,max_rtl_jobs_per_acre_19,max_rtl_jobs_per_acre_50,max_off_jobs_per_acre_19,max_off_jobs_per_acre_50,mean_res_units_per_acre_19,mean_res_units_per_acre_50,mean_sf_units_per_acre_19,mean_sf_units_per_acre_50,mean_mf_units_per_acre_19,mean_mf_units_per_acre_50,mean_job_spaces_per_acre_19,mean_job_spaces_per_acre_50,mean_ttl_jobs_per_acre_19,mean_ttl_jobs_per_acre_50,mean_ind_jobs_per_acre_19,mean_ind_jobs_per_acre_50,mean_rtl_jobs_per_acre_19,mean_rtl_jobs_per_acre_50,mean_off_jobs_per_acre_19,mean_off_jobs_per_acre_50
1401,1001.5999999999999,680,680,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.41,0.53,0.28,0.34,0.0,0.01,0.12,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.68,1.26,1.64,0.88,1.07,0.02,0.02,0.36,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.25,0.33,0.18,0.21,0.0,0.0,0.07,0.11
1402,285.78,273,271,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.19,0.01,0.13,0.0,0.06,0.0,0.0,0.01,0.07,1.96,1.96,1.96,1.96,0.0,0.0,1.9,23.62,0.43,15.75,0.0,7.87,0.0,0.0,0.43,7.87,0.15,0.15,0.15,0.15,0.0,0.0,0.18,5.11,0.03,2.42,0.0,1.26,0.0,0.0,0.03,1.15
1403,980.71,451,451,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,1.25,1.4,0.7,0.68,0.01,0.01,0.54,0.7,0.0,0.0,0.0,0.0,0.0,0.0,27.68,27.68,13.28,20.66,8.86,11.81,0.03,0.04,4.43,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.43,0.16,0.24,0.11,0.13,0.0,0.0,0.06,0.11
1404,83.97000000000003,40,4,2.5,3.86,2.5,3.86,0.0,0.0,0.71,6.35,0.67,1.92,0.0,0.02,0.13,0.25,0.54,1.64,11.11,11.11,11.11,11.11,0.0,0.0,12.75,19.58,11.76,11.76,0.0,0.18,3.59,3.27,8.17,8.5,5.04,5.2,5.04,5.2,0.0,0.0,0.15,0.62,0.15,0.22,0.0,0.0,0.02,0.02,0.13,0.19
1405,143.27000000000032,9,9,4.06,4.13,4.06,4.13,0.0,0.0,0.58,0.59,0.61,0.61,0.24,0.22,0.0,0.0,0.38,0.39,11.76,11.76,11.76,11.76,0.0,0.0,12.25,50.0,11.26,11.92,11.26,10.6,0.0,0.0,7.11,6.84,4.93,4.97,4.93,4.97,0.0,0.0,0.03,0.12,0.03,0.03,0.02,0.02,0.0,0.0,0.01,0.01
1406,147.50999999999965,54,44,1.8,2.07,1.8,1.91,0.0,0.16,3.29,4.45,3.13,3.93,0.03,0.05,0.47,0.56,2.62,3.33,12.5,12.5,12.5,12.5,0.0,2.31,46.48,46.48,42.25,40.85,0.27,0.3,4.75,5.16,42.25,40.85,4.58,4.84,4.58,4.84,0.0,0.01,0.32,0.37,0.29,0.33,0.0,0.0,0.01,0.02,0.28,0.3
1407,125.76999999999994,5,4,3.08,3.47,3.08,3.47,0.0,0.0,3.44,4.09,3.1,3.7,1.77,1.97,0.56,0.58,0.77,1.14,12.5,12.5,12.5,12.5,0.0,0.0,21.63,21.63,20.06,20.38,16.93,16.93,9.18,8.29,8.16,8.16,5.13,5.28,5.13,5.28,0.0,0.0,0.31,0.4,0.27,0.3,0.11,0.11,0.08,0.09,0.09,0.1
1408,103.85999999999991,2,0,4.78,5.55,4.52,5.29,0.26,0.26,0.16,0.18,0.15,0.13,0.0,0.0,0.11,0.09,0.05,0.04,22.73,22.73,12.5,12.5,22.73,22.73,14.29,15.97,13.45,10.92,0.0,0.0,9.24,7.56,4.2,3.36,5.34,5.65,5.09,5.4,0.25,0.25,0.03,0.03,0.03,0.02,0.0,0.0,0.02,0.02,0.01,0.01
1409,137.8499999999999,11,9,3.88,4.21,3.74,4.04,0.14,0.17,0.08,0.09,0.05,0.07,0.01,0.01,0.01,0.01,0.03,0.04,11.9,11.9,10.0,10.0,11.9,11.9,6.52,8.7,4.35,6.52,0.65,0.65,2.17,2.17,2.17,4.35,4.64,4.85,4.55,4.75,0.09,0.11,0.02,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.01
1410,120.59000000000005,19,18,3.48,3.03,2.04,2.26,1.44,0.76,1.29,3.91,1.2,1.18,0.46,0.48,0.5,0.36,0.25,0.33,17.63,8.81,7.69,8.11,17.63,8.81,39.47,43.42,36.84,35.53,12.39,12.39,25.0,17.11,17.11,18.42,4.2,4.45,4.14,4.37,0.07,0.08,0.38,0.47,0.34,0.25,0.05,0.05,0.23,0.11,0.07,0.09
1411,70.67999999999988,4,4,5.45,5.69,3.32,3.64,2.12,2.05,0.0,2.62,0.0,0.48,0.0,0.0,0.0,0.04,0.0,0.44,19.27,16.02,11.11,11.11,19.27,16.02,0.0,33.33,0.0,14.67,0.0,0.0,0.0,1.33,0.0,13.33,4.96,5.45,4.86,5.23,0.09,0.22,0.0,0.51,0.0,0.13,0.0,0.0,0.0,0.01,0.0,0.12
1412,73.14999999999999,2,1,3.69,4.21,3.62,4.14,0.07,0.07,7.34,7.41,6.26,7.26,1.7,1.94,0.55,0.52,4.02,4.8,22.73,22.73,11.76,11.76,22.73,22.73,57.84,57.84,48.46,56.86,16.95,19.33,5.6,5.32,36.14,38.55,5.11,5.37,5.02,5.29,0.09,0.09,0.52,0.55,0.46,0.53,0.07,0.09,0.02,0.02,0.37,0.43
1413,124.31000000000016,0,0,4.41,4.51,4.06,4.17,0.35,0.35,0.5,0.51,0.46,0.46,0.0,0.0,0.05,0.05,0.41,0.41,26.09,26.09,14.29,14.29,26.09,26.09,29.17,29.17,25.0,25.0,0.0,0.0,0.52,0.52,25.0,25.0,5.22,5.3,4.83,4.92,0.38,0.38,0.09,0.11,0.08,0.08,0.0,0.0,0.0,0.0,0.08,0.08
1414,125.48000000000009,3,2,4.4,4.54,3.9,3.95,0.5,0.59,1.02,1.02,0.94,0.94,0.0,0.0,0.0,0.0,0.94,0.94,11.26,11.26,11.11,11.11,11.26,11.26,34.09,34.09,31.82,31.82,0.0,0.0,0.0,0.0,31.82,31.82,5.2,5.26,5.14,5.18,0.06,0.07,0.09,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.08,0.08
1415,169.43000000000058,41,23,3.74,3.95,3.74,3.94,0.0,0.01,0.0,2.03,0.0,0.27,0.0,0.09,0.0,0.0,0.0,0.18,18.18,28.57,18.18,18.18,0.0,14.29,0.0,23.56,0.0,3.75,0.0,3.75,0.0,0.0,0.0,2.72,5.45,5.7,5.45,5.68,0.0,0.02,0.0,0.28,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01
1416,180.03999999999883,6,3,4.99,5.34,4.84,5.1,0.14,0.24,0.79,0.79,0.66,0.67,0.07,0.07,0.19,0.17,0.41,0.43,14.29,14.29,14.29,14.29,13.33,13.33,15.64,15.64,12.29,12.63,2.05,2.05,4.27,4.27,7.53,7.78,5.79,5.93,5.61,5.74,0.18,0.19,0.08,0.08,0.07,0.07,0.01,0.01,0.02,0.02,0.04,0.05
1417,85.8000000000001,6,6,4.36,4.36,4.36,4.36,0.0,0.0,2.66,2.66,1.95,2.41,0.4,0.56,0.01,0.01,1.54,1.84,14.29,14.29,14.29,14.29,0.0,0.0,17.95,17.95,15.38,15.38,2.75,4.03,0.09,0.09,15.38,15.38,6.16,6.16,6.16,6.16,0.0,0.0,0.14,0.14,0.11,0.12,0.01,0.01,0.0,0.0,0.1,0.11
1418,112.32000000000004,3,3,4.38,4.43,2.63,2.67,1.75,1.76,1.39,1.4,1.17,1.25,0.09,0.09,0.09,0.11,0.99,1.05,30.0,30.0,12.5,12.5,30.0,30.0,32.56,32.56,30.23,30.23,4.74,4.74,2.37,2.84,30.23,30.23,7.05,7.13,4.73,4.78,2.32,2.35,0.32,0.32,0.28,0.29,0.01,0.01,0.01,0.01,0.25,0.26
1419,157.87999999999997,3,1,4.05,4.65,3.0,3.69,1.05,0.96,2.8,2.74,2.77,2.74,0.0,0.0,1.96,1.87,0.81,0.87,26.16,26.16,11.11,11.11,26.16,26.16,66.67,66.67,66.67,66.67,0.0,0.0,52.56,49.36,14.1,17.31,4.56,4.84,4.42,4.71,0.14,0.13,0.39,0.35,0.38,0.35,0.0,0.0,0.26,0.24,0.12,0.12
1420,79.03999999999992,7,5,5.97,6.15,0.13,0.13,5.85,6.02,9.34,9.45,9.25,9.34,0.0,0.0,7.01,6.62,2.24,2.72,25.13,25.13,11.11,11.11,25.13,25.13,39.77,39.77,39.0,40.15,0.0,0.0,34.36,31.66,10.11,11.5,9.73,9.91,0.45,0.44,9.28,9.46,1.64,1.85,1.6,1.66,0.0,0.0,1.27,1.23,0.33,0.42
1421,42.06000000000001,1,1,2.97,3.42,2.97,3.42,0.0,0.0,4.97,5.11,4.78,5.02,0.0,0.0,0.97,1.09,3.8,3.92,11.11,11.11,11.11,11.11,0.0,0.0,41.89,41.89,39.19,40.54,0.0,0.0,10.27,10.27,37.84,37.84,4.41,4.71,4.41,4.71,0.0,0.0,1.07,1.12,1.03,1.09,0.0,0.0,0.15,0.2,0.88,0.89
1422,124.9400000000004,0,0,4.26,4.61,4.1,4.45,0.16,0.16,0.15,0.4,0.14,0.2,0.0,0.0,0.0,0.01,0.14,0.19,12.5,12.5,12.5,12.5,12.5,12.5,11.11,11.39,10.0,10.0,0.0,0.0,0.0,0.8,10.0,10.0,4.86,5.02,4.66,4.82,0.2,0.2,0.04,0.11,0.03,0.05,0.0,0.0,0.0,0.0,0.03,0.05
1423,141.9899999999999,5,2,4.52,5.53,2.19,2.49,2.33,3.04,3.56,3.56,3.42,3.5,0.01,0.01,0.68,0.52,2.73,2.97,11.77,11.77,9.39,9.39,11.77,11.77,68.83,68.83,67.21,68.83,0.07,0.07,20.0,16.67,61.54,63.97,2.88,3.97,2.46,3.48,0.42,0.49,3.03,3.0,2.87,2.9,0.0,0.0,1.18,0.79,1.69,2.12
1424,1373.17,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.17,0.19,0.07,0.07,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,5.54,5.54,5.47,5.54,0.15,0.31,0.0,0.0,5.31,5.23,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.42,1.4,1.42,0.06,0.1,0.0,0.0,1.34,1.33
1425,603.5599999999993,509,509,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.96,1.9,1.92,1.83,1.81,0.0,0.0,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,13.63,13.63,13.22,13.35,12.74,12.61,0.0,0.0,0.48,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.0,0.0,0.0,0.01
1426,482.27999999999963,174,173,0.67,0.69,0.35,0.36,0.32,0.32,1.85,1.87,1.72,1.8,0.42,0.43,0.08,0.07,1.22,1.3,15.03,15.03,10.0,10.0,15.03,15.03,42.01,42.01,39.27,41.1,4.89,4.94,4.11,3.65,35.56,37.04,3.63,3.72,3.51,3.59,0.13,0.13,0.83,0.94,0.77,0.85,0.03,0.05,0.03,0.03,0.71,0.78
1427,97.47,3,3,0.0,0.0,0.0,0.0,0.0,0.0,9.32,9.32,8.86,8.98,8.74,8.77,0.0,0.0,0.12,0.21,0.0,0.0,0.0,0.0,0.0,0.0,25.03,25.03,23.86,24.39,23.43,23.86,0.0,0.0,0.43,0.53,0.0,0.0,0.0,0.0,0.0,0.0,4.39,4.39,4.16,4.23,4.11,4.16,0.0,0.0,0.05,0.07
1428,50.12,44,41,0.0,0.0,0.0,0.0,0.0,0.0,1.24,3.03,1.14,2.04,1.0,1.66,0.02,0.04,0.12,0.34,0.0,0.0,0.0,0.0,0.0,0.0,15.74,23.53,14.47,17.65,12.69,14.71,0.25,0.96,1.52,2.94,0.0,0.0,0.0,0.0,0.0,0.0,1.05,5.22,0.96,3.09,0.85,2.42,0.02,0.08,0.1,0.59
1429,881.7400000000001,755,752,0.0,0.01,0.0,0.01,0.0,0.0,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.01,0.0,3.55,0.0,3.55,0.0,0.0,0.53,0.53,0.49,0.52,0.48,0.48,0.0,0.0,0.02,0.04,0.0,0.3,0.0,0.3,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0
1430,535.2499999999998,526,383,0.0,1.04,0.0,1.04,0.0,0.0,0.0,0.28,0.0,0.17,0.0,0.01,0.0,0.04,0.0,0.11,1.61,5.0,1.61,5.0,0.0,0.0,0.0,15.74,0.0,8.37,0.0,0.4,0.0,1.59,0.0,6.37,0.04,2.08,0.04,2.08,0.0,0.0,0.0,0.53,0.0,0.34,0.0,0.02,0.0,0.08,0.0,0.23
1431,143.06,131,74,0.02,0.02,0.02,0.02,0.0,0.0,0.0,6.2,0.0,3.96,0.0,0.36,0.0,2.02,0.0,1.58,1.54,1.54,1.54,1.54,0.0,0.0,0.0,14.13,0.0,8.99,0.0,1.83,0.0,4.77,0.0,3.49,0.09,0.09,0.09,0.09,0.0,0.0,0.0,5.03,0.0,3.0,0.0,0.39,0.0,1.43,0.0,1.19
1432,541.95,286,195,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.44,0.07,1.62,0.06,0.23,0.0,0.73,0.01,0.66,0.0,0.0,0.0,0.0,0.0,0.0,2.68,14.12,2.51,8.47,2.35,2.35,0.0,4.8,0.17,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.93,0.13,1.29,0.12,0.25,0.0,0.51,0.01,0.53
1433,361.26000000000687,52,52,2.26,2.28,2.26,2.28,0.0,0.0,1.06,2.87,0.95,0.91,0.82,0.74,0.0,0.0,0.12,0.17,13.33,13.33,13.33,13.33,0.0,0.0,68.64,68.64,60.74,66.91,49.88,53.83,0.0,0.0,10.86,13.09,5.53,5.56,5.53,5.56,0.0,0.0,0.09,0.1,0.08,0.08,0.06,0.07,0.0,0.0,0.01,0.02
1434,703.1000000000006,621,361,0.46,1.93,0.46,1.93,0.0,0.0,0.0,1.57,0.0,1.29,0.0,0.55,0.0,0.25,0.0,0.49,10.53,10.53,10.53,10.53,0.0,0.0,0.0,15.77,0.0,15.25,0.0,8.67,0.0,4.24,0.0,14.78,0.9,3.03,0.9,3.03,0.0,0.0,0.0,2.35,0.0,1.8,0.0,0.77,0.0,0.35,0.0,0.68
1435,247.05000000000013,239,72,0.0,1.76,0.0,1.76,0.0,0.0,0.0,2.64,0.0,0.33,0.0,0.11,0.0,0.09,0.0,0.14,0.0,3.78,0.0,3.78,0.0,0.0,0.0,19.49,0.0,4.57,0.0,2.93,0.0,1.1,0.0,0.98,0.0,1.91,0.0,1.91,0.0,0.0,0.0,2.75,0.0,0.33,0.0,0.11,0.0,0.08,0.0,0.14
1436,182.0400000000006,44,44,3.42,3.42,3.42,3.42,0.0,0.0,0.44,0.44,0.36,0.36,0.28,0.27,0.01,0.01,0.07,0.08,11.11,11.11,11.11,11.11,0.0,0.0,61.11,61.11,33.33,33.33,22.22,22.22,5.56,5.56,11.11,11.11,5.09,5.09,5.09,5.09,0.0,0.0,0.18,0.18,0.11,0.12,0.07,0.07,0.01,0.01,0.03,0.04
1437,130.81000000000012,62,29,0.96,5.27,0.96,0.96,0.0,4.31,6.48,10.75,6.36,9.08,0.0,0.0,4.24,6.1,2.13,2.98,11.11,16.5,11.11,11.11,0.0,16.5,48.94,48.94,44.68,47.87,0.0,0.0,36.17,36.17,11.41,12.51,4.58,4.97,4.58,4.58,0.0,0.39,1.19,2.14,1.13,1.59,0.0,0.0,0.88,1.19,0.25,0.41
1438,152.1100000000003,25,25,4.63,4.63,3.69,3.69,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.19,15.19,14.29,14.29,15.19,15.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,5.96,5.93,5.93,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,151.36,9,8,0.0,0.0,0.0,0.0,0.0,0.0,12.55,12.69,10.85,12.38,6.34,6.91,0.32,0.32,4.2,5.15,0.0,0.0,0.0,0.0,0.0,0.0,118.18,118.18,113.64,113.93,113.64,113.64,22.92,20.83,107.96,110.45,0.0,0.0,0.0,0.0,0.0,0.0,13.94,14.17,12.54,13.84,7.42,7.87,0.55,0.53,4.57,5.43
1440,316.48999999999995,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.36,5.36,5.12,5.2,3.11,3.13,0.55,0.51,1.47,1.56,0.0,0.0,0.0,0.0,0.0,0.0,69.39,69.39,63.27,61.22,36.23,34.78,57.14,53.06,13.45,13.45,0.0,0.0,0.0,0.0,0.0,0.0,14.77,14.77,13.94,14.18,9.68,9.79,2.28,2.11,1.98,2.28
1441,55.679999999999986,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,7.9,7.31,7.51,5.17,5.17,0.02,0.02,2.12,2.32,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,46.08,48.04,26.85,26.85,0.26,0.26,45.1,46.08,0.0,0.0,0.0,0.0,0.0,0.0,10.04,10.04,9.34,9.62,5.43,5.44,0.01,0.01,3.89,4.17
1442,19.32,0,0,0.0,7.09,0.0,0.0,0.0,7.09,28.73,30.54,28.26,28.0,6.52,4.19,6.37,3.47,15.37,20.34,0.0,11.67,0.0,0.0,0.0,11.67,100.0,53.97,100.0,53.97,15.95,10.57,32.56,15.12,67.44,46.03,0.0,6.43,0.0,0.0,0.0,6.43,30.12,27.87,29.71,26.49,4.34,2.73,7.53,3.77,17.84,19.99
1443,16.33,0,0,0.0,6.43,0.0,0.0,0.0,6.43,35.39,24.25,35.15,23.94,10.78,6.61,8.94,6.06,15.43,11.27,0.0,11.11,0.0,0.0,0.0,11.11,77.39,51.74,76.09,51.74,21.84,13.18,31.25,27.5,47.83,34.35,0.0,5.07,0.0,0.0,0.0,5.07,23.02,16.72,22.78,16.53,2.98,1.87,9.15,6.61,10.65,8.05
1444,16.310000000000002,0,0,6.5,15.51,0.18,0.0,6.32,15.51,30.35,47.33,29.86,41.2,3.92,2.76,3.43,7.3,22.5,31.15,99.04,99.04,7.69,0.0,99.04,99.04,184.21,189.47,173.68,178.95,37.5,25.0,33.33,33.33,136.84,136.84,2.17,9.67,0.33,0.0,1.83,9.67,28.51,43.62,28.04,35.49,4.83,2.57,4.13,5.59,19.08,27.33
1445,31.459999999999994,11,0,5.85,18.09,0.32,0.0,5.53,18.09,16.69,18.88,16.56,16.69,4.26,0.92,4.74,3.5,7.57,12.27,56.3,56.3,12.5,0.0,56.3,56.3,231.25,231.25,237.5,231.25,37.5,25.0,93.75,87.5,131.25,131.25,3.28,12.57,1.76,0.0,1.52,12.57,30.61,32.08,30.6,26.43,3.93,1.38,11.23,6.2,15.45,18.84
1446,27.47999999999998,0,0,8.7,9.21,4.88,5.17,3.82,4.04,16.01,16.16,15.28,16.08,0.0,0.04,3.75,3.53,11.54,12.52,53.85,53.85,22.22,22.22,53.85,53.85,320.0,320.0,307.5,320.0,0.0,5.0,102.5,90.0,205.0,230.0,8.73,9.19,6.06,6.32,2.67,2.87,9.3,9.4,8.82,9.3,0.0,0.03,2.31,2.2,6.51,7.06
1447,33.62000000000003,1,0,2.23,2.86,1.46,1.99,0.77,0.86,6.78,10.35,6.13,6.78,2.8,2.29,0.03,0.36,3.3,4.13,26.32,26.32,10.0,12.5,26.32,26.32,146.43,146.43,135.71,146.43,72.0,68.0,3.57,3.57,132.14,142.86,5.44,6.77,3.56,4.68,1.88,2.09,6.55,7.62,5.82,6.56,2.17,2.02,0.04,0.09,3.6,4.45
1448,32.52000000000001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.05,18.36,17.56,17.84,6.92,6.92,0.49,0.46,10.15,10.46,0.0,0.0,0.0,0.0,0.0,0.0,204.35,204.35,195.65,204.35,33.33,33.33,17.39,17.39,178.26,178.26,0.0,0.0,0.0,0.0,0.0,0.0,19.17,20.48,18.41,19.18,6.34,6.56,0.58,0.56,11.49,12.06
1449,18.39,0,0,0.0,11.58,0.0,0.0,0.0,11.58,66.01,50.03,66.12,48.99,1.9,2.12,9.68,5.06,54.54,41.82,0.0,18.6,0.0,0.0,0.0,18.6,224.84,187.26,225.48,187.9,23.85,10.34,36.31,26.75,187.9,159.87,0.0,9.53,0.0,0.0,0.0,9.53,36.07,34.15,36.08,31.7,1.04,1.31,5.9,2.94,29.15,27.46
1450,30.520000000000003,3,0,0.0,13.73,0.0,0.0,0.0,13.73,16.25,8.19,15.6,4.33,11.86,2.23,0.75,0.13,2.98,1.97,0.0,23.81,0.0,0.0,0.0,23.81,85.71,59.73,85.71,53.76,50.54,50.54,28.57,2.68,47.62,17.45,0.0,9.94,0.0,0.0,0.0,9.94,17.85,9.54,17.11,5.0,8.43,2.65,2.47,0.12,6.21,2.22
1451,19.259999999999998,0,0,0.0,3.69,0.0,0.0,0.0,3.69,84.53,86.14,84.11,85.83,12.46,9.03,42.21,38.53,29.44,38.27,0.0,17.95,0.0,0.0,0.0,17.95,154.31,154.31,154.09,154.09,31.06,19.51,84.08,78.41,59.87,64.23,0.0,10.46,0.0,0.0,0.0,10.46,39.97,27.83,39.12,27.11,16.68,5.52,14.35,8.63,8.09,12.96
1452,31.95000000000002,6,4,0.81,6.32,0.66,0.22,0.16,6.1,26.54,31.24,25.92,24.29,3.69,2.13,2.97,2.82,19.25,19.34,35.71,23.08,12.5,12.5,35.71,23.08,700.0,700.0,678.95,700.0,30.77,23.08,157.89,147.37,521.05,552.63,1.82,7.13,1.44,0.55,0.38,6.59,28.15,33.32,27.35,25.09,4.31,2.16,2.51,2.61,20.53,20.31
1453,19.94,0,0,0.1,10.93,0.1,0.05,0.0,10.88,27.13,42.08,23.82,36.26,6.32,2.96,4.61,6.82,12.89,26.48,6.25,23.53,6.25,4.35,0.0,23.53,141.67,187.5,129.17,145.83,26.67,15.38,50.0,45.83,79.17,100.0,0.2,9.54,0.2,0.08,0.0,9.46,27.9,44.06,23.82,36.24,5.78,3.04,4.33,6.36,13.71,26.84
1454,25.84,1,0,7.39,8.75,2.79,2.94,4.61,5.8,15.63,15.44,15.13,15.25,1.28,1.08,0.85,0.81,13.0,13.35,28.47,28.47,12.5,14.29,28.47,28.47,223.68,223.68,223.68,223.68,66.67,66.67,57.89,52.63,165.79,171.05,5.32,6.42,4.84,5.08,0.47,1.34,13.11,13.13,12.55,12.88,1.35,1.18,0.52,0.49,10.68,11.22
1455,34.97000000000001,5,0,0.77,9.55,0.37,0.0,0.4,9.55,37.98,58.54,37.55,52.04,1.94,1.09,17.21,15.47,18.39,35.49,56.0,48.0,12.5,0.0,56.0,48.0,237.5,237.5,233.93,235.71,17.86,17.86,126.67,117.78,135.71,150.0,1.66,9.08,1.05,0.0,0.61,9.08,32.5,53.93,31.33,45.39,1.88,0.93,15.27,14.86,14.18,29.6
1456,27.68,0,0,0.04,0.04,0.04,0.04,0.0,0.0,15.64,15.86,14.96,15.64,1.91,1.84,0.33,0.33,12.72,13.48,3.7,3.7,3.7,3.7,0.0,0.0,285.71,285.71,257.14,285.71,257.14,257.14,80.0,80.0,92.11,94.74,0.13,0.13,0.13,0.13,0.0,0.0,29.16,30.76,27.44,29.48,17.49,17.0,3.13,3.13,6.82,9.36
1457,54.29999999999991,6,6,5.49,6.11,3.39,4.05,2.1,2.06,25.14,25.14,21.03,24.84,6.21,6.76,4.7,4.9,10.13,13.19,44.83,44.83,18.18,18.18,44.83,44.83,2400.0,2400.0,2200.0,2300.0,73.77,85.25,1000.0,1000.0,1200.0,1300.0,7.28,7.93,5.21,5.89,2.07,2.04,17.52,17.52,16.14,17.14,0.71,0.76,5.78,5.77,9.65,10.62
1458,38.06999999999994,3,2,14.97,15.47,2.5,2.63,12.48,12.84,7.93,10.61,7.83,9.43,0.74,0.6,5.57,5.65,1.52,3.18,73.24,73.24,20.0,20.0,73.24,73.24,116.67,116.67,100.0,116.67,12.61,10.36,80.0,66.67,33.33,50.0,8.74,9.14,5.49,5.77,3.26,3.37,3.11,3.83,2.98,3.6,0.09,0.08,2.27,2.2,0.61,1.32
1459,54.609999999999985,1,1,7.82,9.8,4.25,6.32,3.57,3.48,4.93,4.93,3.35,4.61,0.88,1.12,0.0,0.0,2.47,3.5,50.77,50.77,16.67,20.0,50.77,50.77,135.0,135.0,91.67,121.67,13.33,15.0,0.0,0.0,78.33,106.67,7.84,10.0,5.68,7.89,2.16,2.11,0.79,0.79,0.57,0.72,0.08,0.1,0.0,0.0,0.49,0.63
1460,38.479999999999976,0,0,19.91,21.65,4.55,6.24,15.36,15.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.98,103.98,13.33,23.53,103.98,103.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,10.29,6.45,8.69,1.61,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,50.589999999999996,1,1,0.0,0.0,0.0,0.0,0.0,0.0,8.9,8.9,8.52,8.58,4.55,4.53,1.82,1.64,2.15,2.41,0.0,0.0,0.0,0.0,0.0,0.0,22.4,22.4,21.61,22.4,14.93,13.76,9.82,8.84,8.84,10.61,0.0,0.0,0.0,0.0,0.0,0.0,7.23,7.23,6.89,6.93,4.62,4.6,0.91,0.83,1.36,1.5
1462,49.80999999999999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.86,15.86,15.14,15.46,7.55,7.61,0.7,0.64,6.89,7.21,0.0,0.0,0.0,0.0,0.0,0.0,450.0,450.0,400.0,400.0,400.0,400.0,14.44,13.33,94.44,96.67,0.0,0.0,0.0,0.0,0.0,0.0,24.24,24.24,22.59,23.07,15.92,16.01,0.65,0.58,6.02,6.48
1463,35.87999999999999,1,0,0.0,11.96,0.0,0.0,0.0,11.96,15.8,10.23,15.36,8.7,8.14,3.73,2.42,2.56,4.79,2.4,0.0,20.51,0.0,0.0,0.0,20.51,33.33,33.33,30.56,33.33,30.56,31.25,13.89,10.41,14.51,11.36,0.0,7.43,0.0,0.0,0.0,7.43,16.06,13.36,15.37,11.91,12.33,9.0,1.22,1.18,1.82,1.73
1464,38.58,4,0,5.83,9.36,0.0,0.0,5.83,9.36,14.62,14.7,14.0,11.69,6.51,5.03,1.74,1.17,5.75,5.5,14.6,20.51,0.0,0.0,14.6,20.51,81.38,85.33,78.62,80.69,56.52,52.17,24.14,22.41,48.97,51.72,0.39,2.96,0.0,0.0,0.39,2.96,23.76,26.33,22.65,20.58,13.31,10.96,2.74,2.15,6.6,7.46
