,parcel_id,parcel_id_REMM,county_id,zone_id,parcel_acres,land_value,max_far,max_dua,has_buildings,was_developed,was_redeveloped,developable,residential_units,job_spaces,building_sqft,non_residential_sqft,residential_sqft,unit_price_non_residential,res_price_per_sqft,is_sf,is_mf,is_industrial,is_retail,is_office,is_govt,is_mixeduse,is_other,year_built,building_count,households_count,non_res_value,res_value,total_value,job_spaces_added,res_units_added,acreage_dev,acreage_redev,acreage_dev_res,acreage_redev_res,acreage_dev_nonres,acreage_redev_nonres,res_units_added_dev,res_units_added_redev,value_added_dev,value_added_redev,value_added_dev_res,value_added_dev_nonres
189639,483151,483151,57,208,3.070633248,47400.0,0.0,4.88498586,1,0,1,1.0,13.0,0.0,26751.35686,0.0,26751.35686,0.0,65.94649015466642,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1764158.091791958,1811558.091791958,0.0,12.0,,3.070633248,,3.070633248,,,,12.0,,1764158.091791958,,
189729,468360,468360,57,341,0.164316482,22000.0,0.0,12.17163355,1,0,1,1.0,2.0,0.0,2863.0503756000007,0.0,2863.0503756000007,0.0,64.57562514952832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,184883.26783896188,206883.26783896188,0.0,1.0,,0.164316482,,0.164316482,,,,1.0,,119071.26783612187,,
189745,502231,502231,57,341,0.191847199,22000.0,0.0,10.42496324,1,0,1,1.0,2.0,0.0,3342.745601600001,0.0,3342.745601600001,0.0,60.19218436024767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,201207.15952091425,223207.15952091425,0.0,1.0,,0.191847199,,0.191847199,,,,1.0,,140590.15952091425,,
189751,502852,502852,57,341,0.164204599,22000.0,0.0,12.17992686,1,0,1,1.0,2.0,0.0,2861.1009248000005,0.0,2861.1009248000005,0.0,64.06945961489791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,183309.19015562072,205309.19015562072,0.0,1.0,,0.164204599,,0.164204599,,,,1.0,,131398.1901571407,,
189828,483992,483992,57,374,0.305670227,40760.0,0.0,6.542999039,1,0,1,1.0,2.0,0.0,3994.498524,0.0,3994.498524,0.0,54.89144478224181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,219263.79516289238,260023.79516289238,0.0,1.0,,0.305670227,,0.305670227,,,,1.0,,219263.79516289238,,
189840,492562,492562,57,374,0.191586306,21250.0,1.0,25.0,1,0,1,1.0,4.0,0.0,8345.499481,0.0,8345.499481,0.0,55.86565598548595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,466226.8030325976,487476.8030325976,0.0,3.0,,0.191586306,,0.191586306,,,,3.0,,466226.8030325976,,
189843,505158,505158,57,374,0.264661777,40000.0,0.0,7.556814664,1,0,1,1.0,2.0,0.0,3458.600106000001,0.0,3458.600106000001,0.0,55.07068109658886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,190467.46347815444,230467.46347815444,0.0,1.0,,0.264661777,,0.264661777,,,,1.0,,7989.804688554461,,
189936,531428,531428,57,190,0.329445011,47300.0,0.0,6.070815862999999,1,0,1,1.0,2.0,0.0,4305.187407,0.0,4305.187407,0.0,70.29988732705205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,302654.1896339434,349954.1896339434,0.0,1.0,,0.329445011,,0.329445011,,,,1.0,,179419.19927394335,,
189938,554462,554462,57,190,0.262001948,43000.0,0.0,7.633531044,1,0,1,1.0,2.0,0.0,3423.841452,0.0,3423.841452,0.0,77.31288154081385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,264707.0485930041,307707.0485930041,0.0,1.0,,0.262001948,,0.262001948,,,,1.0,,165796.14557116412,,
189958,499472,499472,57,201,0.228151017,38000.0,1.0,25.0,1,0,1,1.0,5.0,0.0,9938.258299,0.0,9938.258299,0.0,57.17970456526748,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,568266.6734301377,606266.6734301377,0.0,4.0,,0.228151017,,0.228151017,,,,4.0,,453804.83408373775,,
190006,481295,481295,57,198,0.995078015,37500.0,1.0,25.0,1,0,1,1.0,23.0,0.0,43345.59835,0.0,43345.59835,0.0,54.193942467432315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,2349068.863196329,2386568.863196329,0.0,22.0,,0.995078015,,0.995078015,,,,22.0,,2240254.94672348,,
190180,491519,491519,57,389,0.5936424370000001,41240.0,0.0,3.36903138,1,0,1,1.0,2.0,0.0,2585.906457,0.0,2585.906457,0.0,70.99814479851187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,183594.56106949286,224834.56106949286,0.0,1.0,,0.5936424370000001,,0.5936424370000001,,,,1.0,,90755.67471957284,,
190236,529234,529234,57,302,0.254369308,30240.0,1.0,25.0,1,0,1,1.0,6.0,0.0,11080.32705,0.0,11080.32705,0.0,54.25498098423065,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,601162.9333968065,631402.9333968065,0.0,4.0,,0.254369308,,0.254369308,,,,4.0,,496302.9333972065,,
190269,476907,476907,57,390,0.167748277,30000.0,0.0,17.88393931,1,0,1,1.0,2.0,0.0,3653.5574665,0.0,3653.5574665,0.0,66.37570150116524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,242507.4398137575,272507.43981375755,0.0,1.0,,0.167748277,,0.167748277,,,,1.0,,156630.74783655757,,
190270,481636,481636,57,390,0.238337777,30240.0,0.0,16.78290387,1,0,1,1.0,3.0,0.0,5190.996785,0.0,5190.996785,0.0,67.03864762862649,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,347997.40431094804,378237.404310948,0.0,1.0,,0.238337777,,0.238337777,,,,1.0,,209689.40431166804,,
191032,547946,547946,57,152,4.313164125,600520.0,0.0,2.78218024,1,0,1,1.0,10.0,0.0,28182.214395,0.0,28182.214395000006,0.0,68.18325084051747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1921554.993335528,2522074.9933355274,0.0,9.0,,4.313164125,,4.313164125,,,,9.0,,1921554.9933355276,,
191048,535871,535871,57,173,9.955061868,195350.0,0.0,0.904062689,1,0,1,1.0,8.0,0.0,21682.124750000006,0.0,21682.124750000006,0.0,64.07034117370812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1389181.130103401,1584531.130103401,0.0,7.0,,9.955061868,,9.955061868,,,,7.0,,1247994.130103201,,
191060,509566,509566,57,311,0.5654529770000001,29997.0,0.0,19.45343017,1,0,1,1.0,10.0,0.0,18473.348752500002,0.0,18473.348752500002,0.0,66.79515910378528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1233930.2691029506,1263927.2691029506,0.0,9.0,,0.5654529770000001,,0.5654529770000001,,,,9.0,,1125859.3732063104,,
193270,486046,486046,57,218,1.28947209,56756.0,0.0,7.755111627000001,1,0,1,1.0,10.0,0.0,16850.821275,0.0,16850.821275,0.0,68.59785027973072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1155930.1149129514,1212686.1149129514,0.0,9.0,,1.28947209,,1.28947209,,,,9.0,,1069634.1148809514,,
193613,531061,531061,57,189,0.683126648,62100.0,0.0,7.319287009,1,0,1,1.0,4.0,0.0,8927.099034,0.0,8927.099034,0.0,67.59504235197656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,603427.6372835193,665527.6372835193,0.0,3.0,,0.683126648,,0.683126648,,,,3.0,,467897.5417907193,,
193691,534141,534141,57,281,0.261090784,31000.0,0.0,7.660170803,1,0,1,1.0,2.0,0.0,3411.934365,0.0,3411.934365,0.0,64.96654163777653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,221661.5759891331,252661.5759891331,0.0,1.0,,0.261090784,,0.261090784,,,,1.0,,138129.53650073305,,
193698,530515,530515,57,283,0.5592616770000001,38973.0,0.0,7.152286962000001,1,0,1,1.0,4.0,0.0,7308.431595,0.0,7308.431595,0.0,72.60049057807163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,530595.7191532785,569568.7191532785,0.0,3.0,,0.5592616770000001,,0.5592616770000001,,,,3.0,,417854.22368927853,,
198000,485568,485568,57,341,0.144248234,22000.0,0.0,13.86498775,1,0,1,1.0,2.0,0.0,3141.72654,0.0,3141.72654,0.0,61.44583829983798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,193046.02095914946,215046.02095914946,0.0,1.0,,0.144248234,,0.144248234,,,,1.0,,136046.02095914946,,
198024,466089,466089,57,329,0.418530222,30000.0,2.0,30.0,1,0,1,1.0,9.0,0.0,18231.17647,0.0,18231.17647,0.0,57.604041250981076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1050189.4414317952,1080189.4414317952,0.0,8.0,,0.418530222,,0.418530222,,,,8.0,,1025176.4414318152,,
198107,521103,521103,57,374,0.152008103,39240.0,1.0,25.0,1,0,1,1.0,3.0,0.0,6621.472953,0.0,6621.472953,0.0,59.20408597750368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,392018.2540071272,431258.2540071272,0.0,2.0,,0.152008103,,0.152008103,,,,2.0,,392018.2540071272,,
198127,475293,475293,57,383,0.645322489,69303.0,0.0,4.648838448,1,0,1,1.0,3.0,0.0,7027.5619099999985,0.0,7027.561909999999,0.0,67.23113572814576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,472470.96860915725,541773.9686091573,0.0,2.0,,0.645322489,,0.645322489,,,,2.0,,323709.41218012717,,
198206,530466,530466,57,190,0.701418297,52030.0,0.0,7.128413987,1,0,1,1.0,4.0,0.0,9166.134306,0.0,9166.134306,0.0,67.85838617730518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,621999.0814895935,674029.0814895935,0.0,3.0,,0.701418297,,0.701418297,,,,3.0,,621999.0814895935,,
198207,545546,545546,57,190,0.251503198,43000.0,0.0,7.952185167,1,0,1,1.0,2.0,0.0,4382.191720000002,0.0,4382.191720000002,0.0,69.64827291311016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,305212.0848721317,348212.0848721317,0.0,1.0,,0.251503198,,0.251503198,,,,1.0,,184195.1573448117,,
198229,542368,542368,57,204,0.300510887,39026.0,0.0,6.655332926,1,0,1,1.0,2.0,0.0,3927.0762689999997,0.0,3927.0762689999997,0.0,68.21445022380294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,267883.34867677826,306909.34867677826,0.0,1.0,,0.300510887,,0.300510887,,,,1.0,,179784.38833677827,,
198242,543468,543468,57,196,0.915283689,41250.0,1.3,25.0,1,0,1,1.0,19.0,0.0,39869.75748,0.0,39869.75748,0.0,53.84625651962891,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,2146837.1886434737,2188087.1886434737,0.0,18.0,,0.915283689,,0.915283689,,,,18.0,,2095941.1886437337,,
198428,547754,547754,57,389,0.679566063,43480.0,0.0,4.414581836,1,0,1,1.0,3.0,0.0,4440.284658,0.0,4440.284658,0.0,66.83348827753728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,296759.71263937163,340239.71263937163,0.0,2.0,,0.679566063,,0.679566063,,,,2.0,,180931.86477007164,,
198431,504495,504495,57,389,0.514050889,40000.0,0.0,48.63331733,1,0,1,1.0,22.0,0.0,33588.085080000004,0.0,33588.085080000004,0.0,75.08968165709608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,2522118.616128659,2562118.616128659,0.0,8.0,,0.514050889,,0.514050889,,,,8.0,,1924188.832049759,,
198475,496116,496116,57,291,2.078564229,55725.0,0.0,2.8866079360000003,1,0,1,1.0,4.0,0.0,9054.225783,0.0,9054.225783,0.0,62.55912709880293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,566424.4615399555,622149.4615399555,0.0,3.0,,2.078564229,,2.078564229,,,,3.0,,443978.85194261547,,
198535,525971,525971,57,298,0.311504024,44748.0,1.0,25.0,1,0,1,1.0,6.0,0.0,13569.11529,0.0,13569.115289999998,0.0,55.404716780935246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,751792.989610308,796540.989610308,0.0,5.0,,0.311504024,,0.311504024,,,,5.0,,694540.989612048,,
198647,464271,464271,57,350,0.217196804,21000.0,2.0,30.0,1,0,1,1.0,4.0,0.0,7095.81957525,0.0,7095.81957525,0.0,50.888376708996255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,361094.7396043918,382094.7396043918,0.0,3.0,,0.217196804,,0.217196804,,,,3.0,,326566.7396020718,,
198719,544196,544196,57,347,0.263116635,37000.0,0.0,7.601191756,1,0,1,1.0,2.0,0.0,3438.408192000001,0.0,3438.408192000001,0.0,64.79985964402496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,222808.36824046567,259808.36824046567,0.0,1.0,,0.263116635,,0.263116635,,,,1.0,,108257.74031278564,,
199432,487164,487164,57,271,0.8691400340000001,53000.0,0.0,2.301125159,1,0,1,1.0,2.0,0.0,5678.960983499999,0.0,5678.960983499999,0.0,60.6344346650873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,344340.58871961065,397340.58871961065,0.0,1.0,,0.8691400340000001,,0.8691400340000001,,,,1.0,,270431.58871917066,,
199478,538896,538896,57,281,0.317706441,31744.0,0.0,6.295119467999999,1,0,1,1.0,2.0,0.0,3459.82314,0.0,3459.82314,0.0,64.77517280237821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,224110.64175916676,255854.64175916676,0.0,1.0,,0.317706441,,0.317706441,,,,1.0,,105494.81510932674,,
199479,485808,485808,57,281,0.509926176,31225.0,0.0,7.844272727000001,1,0,1,1.0,4.0,0.0,6663.715275,0.0,6663.715275,0.0,66.53147347013656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,443346.79603120615,474571.79603120615,0.0,2.0,,0.509926176,,0.509926176,,,,2.0,,226657.7389087062,,
202114,477044,477044,57,172,29.45349466,970400.0,0.0,0.984603027,1,0,1,1.0,25.0,0.0,64149.71135,0.0,64149.71135,0.0,69.07768983095644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,4431313.863380686,5401713.863380686,0.0,24.0,,29.45349466,,29.45349466,,,,24.0,,4394881.863373906,,
203262,502816,502816,57,315,0.317295277,20502.0,1.3,25.0,1,0,1,1.0,7.0,0.0,10366.036695,0.0,10366.036695,0.0,53.76926714832144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,557374.196322758,577876.196322758,0.0,6.0,,0.317295277,,0.317295277,,,,6.0,,513865.196325638,,
204392,542555,542555,57,349,0.254771862,37000.0,0.0,7.85016048,1,0,1,1.0,2.0,0.0,3329.35869,0.0,3329.35869,0.0,67.47284061124951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,224641.28822804848,261641.2882280485,0.0,1.0,,0.254771862,,0.254771862,,,,1.0,,138933.72433664848,,
206192,545639,545639,57,149,0.71910995,50000.0,0.0,2.781215864,1,0,1,1.0,2.0,0.0,4698.6644115,0.0,4698.6644115,0.0,70.91595614156147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,333210.2793298497,383210.2793298497,0.0,1.0,,0.71910995,,0.71910995,,,,1.0,,333210.2793298497,,
206218,520431,520431,57,267,0.874915337,59220.0,0.0,2.285935468,1,0,1,1.0,2.0,0.0,3811.131207,0.0,3811.131207,0.0,75.63092208942405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,288239.36738918966,347459.36738918966,0.0,1.0,,0.874915337,,0.874915337,,,,1.0,,288239.36738918966,,
206388,494296,494296,57,311,0.459017281,33750.0,0.0,19.60710495,1,0,1,1.0,9.0,0.0,14996.0945625,0.0,14996.0945625,0.0,66.72643981865421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1000636.001339504,1034386.001339504,0.0,8.0,,0.459017281,,0.459017281,,,,8.0,,1000636.001339504,,
206536,493091,493091,57,374,0.15606535400000002,20825.0,1.0,25.0,1,0,1,1.0,3.0,0.0,6798.206839,0.0,6798.206839,0.0,58.76071134101071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,399467.4697029639,420292.4697029639,0.0,2.0,,0.15606535400000002,,0.15606535400000002,,,,2.0,,332723.8271579039,,
206537,503606,503606,57,374,0.177627578,40000.0,1.0,25.0,1,0,1,1.0,4.0,0.0,7737.457279000001,0.0,7737.457279000001,0.0,56.443025315459536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,436725.4970758837,476725.4970758837,0.0,3.0,,0.177627578,,0.177627578,,,,3.0,,336995.12444188376,,
206679,547050,547050,57,205,0.8675353459999999,57018.0,0.0,6.916144717000001,1,0,1,1.0,5.0,0.0,11336.951901,0.0,11336.951901,0.0,65.84951501499496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,746532.7844291752,803550.7844291752,0.0,4.0,,0.8675353459999999,,0.8675353459999999,,,,4.0,,562685.2194371752,,
206682,473429,473429,57,206,0.8957424209999999,58828.0,0.0,2.232784731,1,0,1,1.0,2.0,0.0,3901.853985,0.0,3901.853985,0.0,72.71229213769061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,283712.7468359323,342540.7468359323,0.0,1.0,,0.8957424209999999,,0.8957424209999999,,,,1.0,,123120.3233131323,,
206686,514720,514720,57,205,0.7225031759999999,52245.0,0.0,6.920384805,1,0,1,1.0,4.0,0.0,9441.671502,0.0,9441.671502,0.0,64.59547409248555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,609889.2468971999,662134.2468971999,0.0,3.0,,0.7225031759999999,,0.7225031759999999,,,,3.0,,504858.62842917,,
206743,512024,512024,57,238,0.929095441,55000.0,0.0,2.152631378,1,0,1,1.0,2.0,0.0,4047.1397410000013,0.0,4047.1397410000013,0.0,78.25898949841127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,316725.06648952194,371725.0664895219,0.0,1.0,,0.929095441,,0.929095441,,,,1.0,,224755.13033702192,,
206932,532006,532006,57,284,0.332962415,25200.0,1.0,25.0,1,0,1,1.0,7.0,0.0,14503.8428,0.0,14503.8428,0.0,57.27163910775809,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,830658.8505172556,855858.8505172556,0.0,6.0,,0.332962415,,0.332962415,,,,6.0,,780858.8505204556,,
207159,508006,508006,57,350,0.126377348,20000.0,2.0,30.0,1,0,1,1.0,2.0,0.0,4128.747944250002,0.0,4128.747944250002,0.0,49.74281004244804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,205375.52470397565,225375.52470397565,0.0,1.0,,0.126377348,,0.126377348,,,,1.0,,171937.52470307564,,
207709,476466,476466,57,178,2.747432137,104000.0,0.0,2.911809865,1,0,1,1.0,8.0,0.0,23935.628780000003,0.0,23935.628780000003,0.0,75.37542533601768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1804158.199977526,1908158.199977526,0.0,6.0,,2.747432137,,2.747432137,,,,6.0,,1671905.0918540258,,
207855,517093,517093,57,401,0.34509817299999995,40000.0,1.3,25.0,1,0,1,1.0,8.0,0.0,15032.47643,0.0,15032.47643,0.0,62.10053816569521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,933524.8762661287,973524.8762661287,0.0,7.0,,0.34509817299999995,,0.34509817299999995,,,,7.0,,933524.8762661287,,
208835,561158,561158,57,320,0.14929945,20000.0,2.0,30.0,1,0,1,1.0,4.0,0.0,9755.2260765,0.0,9755.2260765,0.0,52.52660125502671,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,512408.8702729542,532408.8702729542,0.0,2.0,,0.14929945,,0.14929945,,,,2.0,,445568.8702691142,,
208887,495141,495141,57,260,0.479718098,21750.0,1.3,25.0,1,0,1,1.0,10.0,0.0,15672.3902625,0.0,15672.390262499996,0.0,50.67198310479232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,794151.0945931115,815901.0945931115,0.0,9.0,,0.479718098,,0.479718098,,,,9.0,,794151.0945931115,,
208895,492426,492426,57,315,0.355392069,21258.0,1.3,25.0,1,0,1,1.0,8.0,0.0,11610.65889,0.0,11610.65889,0.0,54.43002356497168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,631968.4369875478,653226.4369875478,0.0,7.0,,0.355392069,,0.355392069,,,,7.0,,631968.4369875478,,
210067,542542,542542,57,349,0.269954484,40000.0,0.0,7.408656346,1,0,1,1.0,2.0,0.0,3527.7651960000003,0.0,3527.7651960000003,0.0,68.15272447877622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,240426.80942880397,280426.809428804,0.0,1.0,,0.269954484,,0.269954484,,,,1.0,,240426.80942880397,,
210450,544081,544081,57,281,0.512562784,33933.0,0.0,7.803922035,1,0,1,1.0,4.0,0.0,6698.1704549999995,0.0,6698.1704549999995,0.0,64.4581903357216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,431751.94608949695,465684.946089497,0.0,2.0,,0.512562784,,0.512562784,,,,2.0,,189048.87913949692,,
210457,529477,529477,57,283,0.453894453,37719.0,0.0,6.609466103,1,0,1,1.0,3.0,0.0,5931.492707999999,0.0,5931.492707999999,0.0,66.55392042432142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,394764.0936856747,432483.0936856747,0.0,2.0,,0.453894453,,0.453894453,,,,2.0,,273391.8977336747,,
210462,534104,534104,57,293,0.272172513,33000.0,0.0,7.348280621000002,1,0,1,1.0,2.0,0.0,3556.7503950000005,0.0,3556.7503950000005,0.0,69.65433031675504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,247743.06686757892,280743.0668675789,0.0,1.0,,0.272172513,,0.272172513,,,,1.0,,163750.25501553895,,
214681,490995,490995,57,269,0.995603499,53000.0,0.0,2.00883183,1,0,1,1.0,2.0,0.0,4336.848843,0.0,4336.848843,0.0,65.21851233249924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,282842.8297513805,335842.8297513805,0.0,1.0,,0.995603499,,0.995603499,,,,1.0,,282842.8297513805,,
214939,481540,481540,57,328,0.08830222900000001,19000.0,2.0,30.0,1,0,1,1.0,2.0,0.0,3846.445109,0.0,3846.445109,0.0,59.44954177241539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,228669.3991827984,247669.3991827984,0.0,1.0,,0.08830222900000001,,0.08830222900000001,,,,1.0,,228669.3991827984,,
214940,472736,472736,57,336,0.071380632,21758.0,2.0,30.0,1,0,1,1.0,0.0,7.0,6218.680676,4353.0764732,0.0,171.89459770217275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,748270.329127507,0.0,770028.329127507,7.0,-1.0,,0.071380632,,,,0.071380632,,-1.0,,721642.329123317,,
215097,539377,539377,57,204,0.270894165,38532.0,0.0,7.382957113,1,0,1,1.0,2.0,0.0,3540.0449429999994,0.0,3540.0449429999994,0.0,71.41289895238128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,252804.8718013473,291336.87180134736,0.0,1.0,,0.270894165,,0.270894165,,,,1.0,,183688.87180214733,,
215103,479798,479798,57,206,1.390608669,70390.0,0.0,2.876438275,1,0,1,1.0,4.0,0.0,9086.2370415,0.0,9086.2370415,0.0,67.99047406884208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,617777.5639534581,688167.5639534581,0.0,3.0,,1.390608669,,1.390608669,,,,3.0,,460536.73121745815,,
215148,540454,540454,57,199,0.7467543190000001,31725.0,1.0,25.0,1,0,1,1.0,17.0,0.0,32528.61814,0.0,32528.61814,0.0,53.92506152229014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,1754107.7344345828,1785832.7344345828,0.0,16.0,,0.7467543190000001,,0.7467543190000001,,,,16.0,,1754107.7344345828,,
215287,533119,533119,57,388,0.748557403,53000.0,1.3,25.0,1,0,1,1.0,15.0,0.0,32607.160460000006,0.0,32607.160460000003,0.0,68.25243495639907,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,2225518.098409017,2278518.098409017,0.0,14.0,,0.748557403,,0.748557403,,,,14.0,,2225518.098409017,,
215318,541319,541319,57,389,0.454334353,42772.0,0.0,6.6030666170000005,1,0,1,1.0,3.0,0.0,4947.701105,0.0,4947.701105,0.0,61.73583493776096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,305450.45873965754,348222.45873965754,0.0,2.0,,0.454334353,,0.454334353,,,,2.0,,305450.45873965754,,
215373,459278,459278,57,292,1.477388415,51303.0,0.0,2.70748028,1,0,1,1.0,3.0,0.0,6435.503938,0.0,6435.503938,0.0,63.11102256599061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,406151.23425463936,457454.23425463936,0.0,2.0,,1.477388415,,1.477388415,,,,2.0,,299692.15319399943,,
215374,469057,469057,57,292,0.680495717,43692.0,0.0,2.93903393,1,0,1,1.0,2.0,0.0,2964.2393420000008,0.0,2964.2393420000008,0.0,75.5995344830561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,224095.1143515605,267787.11435156054,0.0,1.0,,0.680495717,,0.680495717,,,,1.0,,108788.37720169043,,
