,parcel_id,county_id,parcel_acres,max_far,max_dua,year_built,was_redeveloped,was_developed,is_sf,is_mf,residential_units,job_spaces_added,Year
574988,580252,49,0.23006095,5.0,80.0,2019.0,1,0,0.0,1.0,18.0,-12.0,2019
628136,635447,49,0.262194872,5.0,80.0,2019.0,1,0,0.0,1.0,21.0,-5.0,2019
42671,45150,35,2.4602087700033635,1.91664,22.0,2019.0,1,0,0.0,1.0,40.0,-10.0,2019
581627,587169,49,0.226100281,0.5,4.0,2019.0,0,1,1.0,0.0,1.0,0.0,2019
23917,25564,57,0.5755005635985477,0.5,4.5,2019.0,0,1,1.0,0.0,2.0,0.0,2019
60513,63175,35,0.5003265638046447,0.5,9.42348,2019.0,0,1,1.0,0.0,2.0,0.0,2019
63075,65766,35,0.5007017330659758,0.5,4.95132,2019.0,0,1,1.0,0.0,2.0,0.0,2019
462575,465892,49,0.777536511,0.5,2.0,2019.0,0,1,1.0,0.0,2.0,0.0,2019
605979,612276,49,0.575108767,0.5,3.5,2019.0,0,1,1.0,0.0,2.0,0.0,2019
498211,502123,49,0.304189175,0.5,12.0,2019.0,0,1,1.0,0.0,2.0,0.0,2019
63357,66072,35,0.2810254247101761,0.5,10.701240000000002,2019.0,0,1,1.0,0.0,3.0,0.0,2019
490863,494581,49,0.446613759,0.5,12.0,2019.0,0,1,1.0,0.0,3.0,0.0,2019
676941,730705,49,5.242565155,0.5,2.0,2019.0,0,1,1.0,0.0,10.0,0.0,2019
522412,526728,49,4.994338989,0.5,2.5,2019.0,0,1,1.0,0.0,11.0,0.0,2019
663056,716678,57,6.549651146,0.5,2.0,2019.0,0,1,1.0,0.0,11.0,0.0,2019
668364,722128,49,5.629190445,0.5,3.0,2019.0,0,1,1.0,0.0,14.0,0.0,2019
19888,20900,57,3.27141807540666,0.5,4.5,2019.0,0,1,1.0,0.0,14.0,0.0,2019
670969,724733,49,5.001496315,0.5,4.0,2019.0,0,1,1.0,0.0,15.0,0.0,2019
670521,724285,49,5.148147106,0.5,4.0,2019.0,0,1,1.0,0.0,16.0,0.0,2019
701667,755460,35,5.04739666,0.5,4.598,2019.0,0,1,1.0,0.0,18.0,0.0,2019
550460,555423,49,4.347201347,0.5,6.0,2019.0,0,1,1.0,0.0,25.0,0.0,2019
666239,719971,35,5.054358959,0.5,6.069360000000001,2019.0,0,1,1.0,0.0,31.0,0.0,2019
667107,720839,35,5.527973652,0.5,6.867960000000001,2019.0,0,1,1.0,0.0,32.0,0.0,2019
52500,55072,35,0.0856711019813478,0.5,51.749280000000006,2019.0,0,1,0.0,1.0,1.0,0.0,2019
536002,540593,49,0.123634748,0.5,12.0,2019.0,0,1,0.0,1.0,1.0,0.0,2019
570864,576085,49,0.12270806,0.5,10.0,2019.0,0,1,0.0,1.0,1.0,0.0,2019
592170,597829,49,0.0194149,5.0,80.0,2019.0,0,1,0.0,1.0,1.0,0.0,2019
59532,62190,35,0.3120067506992859,1.5,20.328000000000007,2019.0,0,1,0.0,1.0,6.0,0.0,2019
22758,24292,57,0.5607405344382989,1.4300000000000002,16.0,2019.0,0,1,0.0,1.0,7.0,0.0,2019
63575,66296,35,0.4345466444477117,1.2100000000000002,22.0,2019.0,0,1,0.0,1.0,7.0,0.0,2019
62776,65463,35,0.4572515971173448,1.573,22.0,2019.0,0,1,0.0,1.0,8.0,0.0,2019
657710,69988,35,0.999531388,1.5,39.204,2019.0,0,1,0.0,1.0,18.0,0.0,2019
683345,737109,49,5.316219807,0.5,20.0,2019.0,0,1,0.0,1.0,32.0,0.0,2019
59401,62059,35,2.277260946324384,1.0,39.204,2019.0,0,1,0.0,1.0,33.0,0.0,2019
628807,636202,49,0.485550463,5.0,80.0,2019.0,0,1,0.0,1.0,37.0,0.0,2019
19888,20900,57,3.27141807540666,0.5,4.5,2019.0,0,1,1.0,0.0,14.0,0.0,2019
24155,25802,57,0.1971320217932282,0.5,6.2,2019.0,0,1,1.0,0.0,1.0,0.0,2019
59048,61703,35,0.2669544404469295,0.5,7.506840000000001,2019.0,0,1,1.0,0.0,1.0,0.0,2019
60513,63175,35,0.5003265638046447,0.5,9.42348,2019.0,0,1,1.0,0.0,2.0,0.0,2019
63075,65766,35,0.5007017330659758,0.5,4.95132,2019.0,0,1,1.0,0.0,2.0,0.0,2019
63357,66072,35,0.2810254247101761,0.5,10.701240000000002,2019.0,0,1,1.0,0.0,3.0,0.0,2019
522412,526728,49,4.994338989,0.5,2.5,2019.0,0,1,1.0,0.0,11.0,0.0,2019
581627,587169,49,0.226100281,0.5,4.0,2019.0,0,1,1.0,0.0,1.0,0.0,2019
663056,716678,57,6.549651146,0.5,2.0,2019.0,0,1,1.0,0.0,11.0,0.0,2019
666239,719971,35,5.054358959,0.5,6.069360000000001,2019.0,0,1,1.0,0.0,31.0,0.0,2019
619345,625874,49,1.38158524,0.5,6.0,2020.0,1,0,1.0,0.0,7.0,0.0,2020
511852,515985,49,1.981698632,0.5,4.0,2020.0,1,0,1.0,0.0,7.0,0.0,2020
580246,585742,49,1.1977911,0.5,8.0,2020.0,1,0,1.0,0.0,7.0,0.0,2020
122692,125602,11,1.0010881422143494,0.5,8.0,2020.0,1,0,1.0,0.0,7.0,0.0,2020
122688,125598,11,1.1065060362268533,0.5,8.0,2020.0,1,0,1.0,0.0,8.0,0.0,2020
459248,462519,49,2.261185646,0.5,4.0,2020.0,1,0,1.0,0.0,8.0,0.0,2020
345778,349012,35,1.591500759,0.5,9.42348,2020.0,1,0,1.0,0.0,8.0,0.0,2020
217622,220814,35,0.804170012,0.5,15.01368,2020.0,1,0,1.0,0.0,8.0,0.0,2020
539153,543827,49,2.592904568,0.5,3.0,2020.0,1,0,1.0,0.0,8.0,0.0,2020
607511,613873,49,2.973038197,0.5,3.5,2020.0,1,0,1.0,0.0,9.0,0.0,2020
386932,390174,35,1.508316398,0.5,13.73592,2020.0,1,0,1.0,0.0,9.0,0.0,2020
626652,633872,49,1.861276746,0.5,6.0,2020.0,1,0,1.0,0.0,9.0,0.0,2020
52742,55317,35,0.975160331325476,0.5,10.701240000000002,2020.0,1,0,1.0,0.0,10.0,0.0,2020
223440,226635,35,1.859967947,0.5,18.04836,2020.0,1,0,1.0,0.0,11.0,0.0,2020
513937,518113,49,2.531032324,0.5,5.0,2020.0,1,0,1.0,0.0,11.0,-14.0,2020
513405,517571,49,1.801765442,0.5,7.0,2020.0,1,0,1.0,0.0,12.0,0.0,2020
652370,660995,49,5.399748325,0.5,3.0,2020.0,1,0,1.0,0.0,14.0,0.0,2020
600792,606804,49,2.851879835,0.5,8.0,2020.0,1,0,1.0,0.0,17.0,0.0,2020
619149,625651,49,3.074386835,0.5,6.0,2020.0,1,0,1.0,0.0,18.0,-3.0,2020
459077,462345,49,10.0675354,0.5,4.0,2020.0,1,0,1.0,0.0,33.0,-102.0,2020
39168,41628,35,2.035309945096508,1.089,24.200000000000003,2020.0,1,0,0.0,1.0,38.0,-52.0,2020
191961,195001,57,2.449244022,1.4300000000000002,16.0,2020.0,1,0,0.0,1.0,38.0,0.0,2020
626884,634115,49,0.516821802,5.0,80.0,2020.0,1,0,0.0,1.0,41.0,0.0,2020
458520,461783,35,0.276370853,9.0,176.01144000000002,2020.0,1,0,0.0,1.0,41.0,0.0,2020
50787,53332,35,1.1349079517097234,9.0,39.204,2020.0,1,0,0.0,1.0,42.0,-99.0,2020
42096,44570,35,1.959679537863612,1.815,22.0,2020.0,1,0,0.0,1.0,43.0,-40.0,2020
27718,29927,35,0.6222169326246505,9.0,78.408,2020.0,1,0,0.0,1.0,48.0,-25.0,2020
628134,635443,49,0.686567724,5.0,80.0,2020.0,1,0,0.0,1.0,54.0,-45.0,2020
623425,630402,49,0.724677503,5.0,80.0,2020.0,1,0,0.0,1.0,58.0,-25.0,2020
651368,659911,49,0.793268561,5.0,80.0,2020.0,1,0,0.0,1.0,60.0,-23.0,2020
31106,33450,35,0.3876180294181619,9.0,196.02000000000004,2020.0,1,0,0.0,1.0,63.0,0.0,2020
36607,39050,35,3.9765274054265456,1.815,22.0,2020.0,1,0,0.0,1.0,64.0,-14.0,2020
42214,44688,35,2.994465516479517,1.815,22.0,2020.0,1,0,0.0,1.0,66.0,-37.0,2020
38763,41220,35,3.371448396290056,1.5972000000000002,22.0,2020.0,1,0,0.0,1.0,73.0,-113.0,2020
33410,35845,35,0.6246529724360205,9.0,196.02000000000004,2020.0,1,0,0.0,1.0,99.0,-12.0,2020
39859,42324,35,12.903637966448732,0.0,8.30544,2020.0,1,0,0.0,1.0,105.0,0.0,2020
27713,29922,35,0.6350844752893606,9.0,196.02000000000004,2020.0,1,0,0.0,1.0,122.0,-28.0,2020
629337,636767,49,1.678158283,5.0,80.0,2020.0,1,0,0.0,1.0,127.0,-38.0,2020
627044,634279,49,1.801999092,5.0,80.0,2020.0,1,0,0.0,1.0,143.0,-18.0,2020
38476,40932,35,5.952137894196621,9.0,196.02000000000004,2020.0,1,0,0.0,1.0,1160.0,0.0,2020
620149,626729,49,0.383325696,5.0,80.0,2020.0,1,0,0.0,0.0,0.0,126.0,2020
47327,49832,35,0.3101778058527606,8.2,41.8,2020.0,1,0,0.0,0.0,0.0,143.0,2020
53407,55988,35,2.3588698489850897,2.4200000000000004,22.0,2020.0,1,0,0.0,0.0,0.0,151.0,2020
36478,38921,35,0.8071681891871098,3.1944000000000004,22.0,2020.0,1,0,0.0,0.0,0.0,155.0,2020
33355,35789,35,0.4060786666540689,8.2,41.8,2020.0,1,0,0.0,0.0,0.0,165.0,2020
37309,39752,35,0.4688299412344986,8.2,41.8,2020.0,1,0,0.0,0.0,0.0,178.0,2020
38596,41052,35,3.058412871298237,1.27776,12.1,2020.0,1,0,0.0,0.0,0.0,202.0,2020
453595,456855,35,2.389959335,2.4200000000000004,22.0,2020.0,1,0,0.0,0.0,0.0,224.0,2020
39903,42368,35,0.5584461087016024,8.2,41.8,2020.0,1,0,0.0,0.0,0.0,228.0,2020
41147,43618,35,3.426558371458441,1.8876,22.0,2020.0,1,0,0.0,0.0,0.0,266.0,2020
39894,42359,35,0.60597801005841,8.2,41.8,2020.0,1,0,0.0,0.0,0.0,276.0,2020
33352,35786,35,0.6095112878495348,8.2,41.8,2020.0,1,0,0.0,0.0,0.0,282.0,2020
39341,41802,35,6.046380980588633,1.573,22.0,2020.0,1,0,0.0,0.0,0.0,284.0,2020
40272,42739,35,3.142971642620932,2.9040000000000004,33.0,2020.0,1,0,0.0,0.0,0.0,286.0,2020
46255,48749,35,14.254763271779726,0.5,0.0,2020.0,1,0,0.0,0.0,0.0,334.0,2020
50643,53186,35,7.266678972123636,1.573,22.0,2020.0,1,0,0.0,0.0,0.0,341.0,2020
34286,36723,35,0.9932587939232058,8.2,41.8,2020.0,1,0,0.0,0.0,0.0,405.0,2020
43674,46156,35,33.74504805741505,0.3,0.0,2020.0,1,0,0.0,0.0,0.0,476.0,2020
26898,28767,35,48.06885659225827,0.2,0.0,2020.0,1,0,0.0,0.0,0.0,635.0,2020
39343,41804,35,29.87909977442344,1.573,22.0,2020.0,1,0,0.0,0.0,0.0,1402.0,2020
670446,724210,49,5.191842079,0.5,12.0,2020.0,0,1,1.0,0.0,32.0,0.0,2020
667175,720907,35,5.22857523,0.5,18.04836,2020.0,0,1,1.0,0.0,32.0,0.0,2020
675251,729015,49,5.261015415,0.5,8.0,2020.0,0,1,1.0,0.0,32.0,0.0,2020
671325,725089,49,5.232089996,0.5,12.0,2020.0,0,1,1.0,0.0,32.0,0.0,2020
671324,725088,49,5.232089043,0.5,12.0,2020.0,0,1,1.0,0.0,32.0,0.0,2020
690339,744103,49,5.179598808,0.5,12.0,2020.0,0,1,1.0,0.0,32.0,0.0,2020
671216,724980,49,5.079240322,0.5,12.0,2020.0,0,1,1.0,0.0,32.0,0.0,2020
621354,628078,49,6.88698101,0.5,6.0,2020.0,0,1,1.0,0.0,33.0,0.0,2020
679033,732797,49,5.444709778,0.5,12.0,2020.0,0,1,1.0,0.0,33.0,0.0,2020
679511,733275,49,5.44960928,0.5,8.0,2020.0,0,1,1.0,0.0,33.0,0.0,2020
700539,754303,49,8.655597687,0.5,5.0,2020.0,0,1,1.0,0.0,33.0,0.0,2020
701130,754894,57,6.609480381,0.5,5.2,2020.0,0,1,1.0,0.0,34.0,0.0,2020
699472,753236,49,5.594441891,0.5,10.0,2020.0,0,1,1.0,0.0,34.0,0.0,2020
671149,724913,49,6.061573029,0.5,6.0,2020.0,0,1,1.0,0.0,36.0,0.0,2020
705133,758928,49,7.368481159,0.5,5.0,2020.0,0,1,1.0,0.0,36.0,0.0,2020
702831,756624,35,6.23644352,0.5,18.04836,2020.0,0,1,1.0,0.0,38.0,0.0,2020
687685,741449,49,7.028288841,0.5,6.0,2020.0,0,1,1.0,0.0,40.0,0.0,2020
705951,759746,49,6.985460758,0.5,6.0,2020.0,0,1,1.0,0.0,41.0,0.0,2020
656080,664846,49,7.349613667,0.5,12.0,2020.0,0,1,1.0,0.0,45.0,0.0,2020
673685,727449,49,9.612745285,0.5,12.0,2020.0,0,1,1.0,0.0,59.0,0.0,2020
64681,67431,35,0.5614856229562158,9.0,196.02000000000004,2020.0,0,1,0.0,1.0,88.0,0.0,2020
659380,712989,11,5.120866299,1.1,20.0,2020.0,0,1,0.0,1.0,88.0,0.0,2020
705327,759122,49,5.80464077,0.5,30.0,2020.0,0,1,0.0,1.0,88.0,0.0,2020
702880,756673,35,5.011625767,1.815,22.0,2020.0,0,1,0.0,1.0,89.0,0.0,2020
63729,66452,35,4.916785558597599,1.573,22.0,2020.0,0,1,0.0,1.0,90.0,0.0,2020
63276,65985,35,2.482529074813576,9.0,39.204,2020.0,0,1,0.0,1.0,91.0,0.0,2020
659423,713032,11,5.442290306,1.4300000000000002,20.0,2020.0,0,1,0.0,1.0,92.0,0.0,2020
701179,754943,57,6.225674629,1.584,16.0,2020.0,0,1,0.0,1.0,92.0,0.0,2020
53405,55986,35,2.242785597213287,8.2,41.8,2020.0,0,1,0.0,1.0,93.0,0.0,2020
61953,64637,35,2.492269608176358,8.2,41.8,2020.0,0,1,0.0,1.0,96.0,0.0,2020
666092,719824,35,5.393560886,1.573,22.0,2020.0,0,1,0.0,1.0,99.0,0.0,2020
64018,66747,35,5.449689443567898,1.573,22.0,2020.0,0,1,0.0,1.0,100.0,0.0,2020
24701,26450,57,10.00909733941754,0.5,10.3,2020.0,0,1,0.0,1.0,101.0,0.0,2020
6287,6491,11,9.740331559301795,0.5,16.0,2020.0,0,1,0.0,1.0,115.0,0.0,2020
66707,69521,35,0.5932804120945693,9.0,196.02000000000004,2020.0,0,1,0.0,1.0,115.0,0.0,2020
667837,721601,35,5.758345604,1.573,22.0,2020.0,0,1,0.0,1.0,115.0,0.0,2020
65703,68479,35,6.462591885033127,1.573,22.0,2020.0,0,1,0.0,1.0,118.0,0.0,2020
19907,20919,57,7.4699476450196896,1.8876,16.0,2020.0,0,1,0.0,1.0,120.0,0.0,2020
53918,56518,35,0.83730864799053,9.0,196.02000000000004,2020.0,0,1,0.0,1.0,152.0,0.0,2020
54085,56692,35,1.26697761395562,9.0,196.02000000000004,2020.0,0,1,0.0,1.0,228.0,0.0,2020
10839,11412,11,8.87599452021718,0.5,0.0,2020.0,0,1,0.0,0.0,0.0,208.0,2020
64027,66757,35,4.638745489011116,1.573,0.0,2020.0,0,1,0.0,0.0,0.0,218.0,2020
63953,66682,35,2.4837135116251496,1.573,22.0,2020.0,0,1,0.0,0.0,0.0,246.0,2020
660312,713927,11,5.906838894,1.4300000000000002,20.0,2020.0,0,1,0.0,0.0,0.0,277.0,2020
65153,67911,35,2.8226136757404388,1.573,22.0,2020.0,0,1,0.0,0.0,0.0,279.0,2020
53772,56360,35,3.054330634937307,4.0,0.0,2020.0,0,1,0.0,0.0,0.0,287.0,2020
61934,64618,35,0.624656379762044,8.2,41.8,2020.0,0,1,0.0,0.0,0.0,289.0,2020
64675,67425,35,6.514222561626848,1.5,18.876,2020.0,0,1,0.0,0.0,0.0,306.0,2020
61906,64590,35,0.6687489374423113,8.2,41.8,2020.0,0,1,0.0,0.0,0.0,309.0,2020
659379,712988,11,5.120860577,1.1,20.0,2020.0,0,1,0.0,0.0,0.0,338.0,2020
63813,66538,35,2.8027488488358747,2.07636,22.0,2020.0,0,1,0.0,0.0,0.0,370.0,2020
19236,20247,57,0.665009764015099,9.0,18.0,2020.0,0,1,0.0,0.0,0.0,395.0,2020
6408,6616,11,4.459807086852311,1.5,0.0,2020.0,0,1,0.0,0.0,0.0,442.0,2020
659259,712866,11,5.318632603,2.2,20.0,2020.0,0,1,0.0,0.0,0.0,499.0,2020
65151,67909,35,5.110529186417507,1.573,22.0,2020.0,0,1,0.0,0.0,0.0,506.0,2020
660091,713706,11,5.550358295,2.09,20.0,2020.0,0,1,0.0,0.0,0.0,521.0,2020
53406,55987,35,1.8422835566529607,8.2,41.8,2020.0,0,1,0.0,0.0,0.0,851.0,2020
53458,56039,35,2.7264895734894767,8.2,41.8,2020.0,0,1,0.0,0.0,0.0,1260.0,2020
54718,57371,35,144.0557283779663,0.22,0.0,2020.0,0,1,0.0,0.0,0.0,1356.0,2020
64107,66838,35,4.394851768979338,8.2,41.8,2020.0,0,1,0.0,0.0,0.0,2030.0,2020
587576,593143,49,0.797636092,0.5,6.0,2021.0,1,0,1.0,0.0,5.0,0.0,2021
658600,626902,49,0.999531388,0.5,6.0,2021.0,1,0,1.0,0.0,5.0,0.0,2021
529836,534314,49,0.964885712,0.5,6.0,2021.0,1,0,1.0,0.0,5.0,0.0,2021
257703,260915,35,0.437432706,0.5,12.13872,2021.0,1,0,1.0,0.0,5.0,0.0,2021
605152,611403,49,0.993888438,0.5,6.0,2021.0,1,0,1.0,0.0,6.0,0.0,2021
579898,585354,49,0.908463836,0.5,12.0,2021.0,1,0,1.0,0.0,6.0,0.0,2021
136726,139653,11,2.186433190427333,0.5,3.0,2021.0,1,0,1.0,0.0,6.0,0.0,2021
89863,92736,11,1.4178575428688247,0.5,5.4,2021.0,1,0,1.0,0.0,7.0,0.0,2021
180916,183949,57,1.149971844497502,0.5,6.2,2021.0,1,0,1.0,0.0,7.0,0.0,2021
113354,116258,11,1.9425250233783784,1.0,4.4,2021.0,1,0,1.0,0.0,8.0,0.0,2021
201654,204824,57,1.570824265,0.5,6.2,2021.0,1,0,1.0,0.0,8.0,0.0,2021
591139,596747,49,1.520328164,0.5,8.0,2021.0,1,0,1.0,0.0,9.0,0.0,2021
330622,333854,35,1.476875782,0.5,6.867960000000001,2021.0,1,0,1.0,0.0,10.0,0.0,2021
410686,413931,35,1.554554701,0.5,7.506840000000001,2021.0,1,0,1.0,0.0,10.0,0.0,2021
576691,582018,49,1.748326063,0.5,8.0,2021.0,1,0,1.0,0.0,11.0,0.0,2021
554280,559273,49,4.694437981,0.5,3.0,2021.0,1,0,1.0,0.0,14.0,0.0,2021
524976,529362,49,3.55308342,0.5,5.0,2021.0,1,0,1.0,0.0,17.0,0.0,2021
626764,633990,49,3.246128082,0.5,6.0,2021.0,1,0,1.0,0.0,20.0,0.0,2021
629869,637348,49,5.922908306,0.5,6.0,2021.0,1,0,1.0,0.0,34.0,0.0,2021
160134,163085,57,5.92098940168104,0.5,6.2,2021.0,1,0,1.0,0.0,37.0,0.0,2021
45562,48052,35,1.1579019209064942,1.815,22.0,2021.0,1,0,0.0,1.0,26.0,-9.0,2021
40235,42701,35,0.8329447547594276,2.9040000000000004,33.0,2021.0,1,0,0.0,1.0,27.0,-4.0,2021
38188,40644,35,1.2023498757498836,1.5,47.069,2021.0,1,0,0.0,1.0,27.0,0.0,2021
42061,44535,35,1.6159560324723257,1.91664,22.0,2021.0,1,0,0.0,1.0,29.0,-9.0,2021
33315,35748,35,0.1661703867529025,9.0,196.02000000000004,2021.0,1,0,0.0,1.0,30.0,0.0,2021
635861,644020,49,0.422773242,5.0,80.0,2021.0,1,0,0.0,1.0,32.0,-7.0,2021
204071,207241,57,2.1254251,1.2100000000000002,16.0,2021.0,1,0,0.0,1.0,34.0,0.0,2021
44794,47280,35,0.939305894433045,8.2,41.8,2021.0,1,0,0.0,1.0,34.0,0.0,2021
27961,30170,35,0.734678601300602,4.0,156.816,2021.0,1,0,0.0,1.0,37.0,-42.0,2021
626620,633839,49,0.500948668,5.0,80.0,2021.0,1,0,0.0,1.0,38.0,-9.0,2021
50638,53181,35,2.16131436553908,1.573,22.0,2021.0,1,0,0.0,1.0,40.0,0.0,2021
39731,42196,35,2.1885451802462965,1.573,22.0,2021.0,1,0,0.0,1.0,41.0,-43.0,2021
122655,125565,11,2.616739746973197,1.4300000000000002,20.0,2021.0,1,0,0.0,1.0,47.0,0.0,2021
46034,48527,35,1.2432172739933376,8.2,41.8,2021.0,1,0,0.0,1.0,50.0,-26.0,2021
631642,639296,49,0.666636765,5.0,80.0,2021.0,1,0,0.0,1.0,50.0,-38.0,2021
44481,46965,35,1.8936951005790803,8.2,41.8,2021.0,1,0,0.0,1.0,70.0,-12.0,2021
43570,46051,35,3.5110649162761263,9.0,39.204,2021.0,1,0,0.0,1.0,128.0,-101.0,2021
45893,48385,35,11.1872078697326,2.4200000000000004,22.0,2021.0,1,0,0.0,1.0,246.0,-4.0,2021
32615,35019,35,13.498554186199144,1.5,23.474,2021.0,1,0,0.0,1.0,247.0,0.0,2021
45578,48069,35,13.864895792977547,1.573,22.0,2021.0,1,0,0.0,1.0,288.0,-3.0,2021
457835,461095,35,0.379999965,0.5,15.01368,2021.0,1,0,1.0,0.0,3.0,0.0,2021
460627,463913,49,0.625687778,0.5,6.0,2021.0,1,0,1.0,0.0,3.0,0.0,2021
476781,480346,49,0.254788935,0.5,7.0,2021.0,1,0,1.0,0.0,2.0,0.0,2021
511651,515781,49,0.319737196,0.5,6.0,2021.0,1,0,1.0,0.0,2.0,0.0,2021
524976,529362,49,3.55308342,0.5,5.0,2021.0,1,0,1.0,0.0,17.0,0.0,2021
529984,534462,49,0.255899131,0.5,6.0,2021.0,1,0,1.0,0.0,2.0,0.0,2021
554280,559273,49,4.694437981,0.5,3.0,2021.0,1,0,1.0,0.0,14.0,0.0,2021
601360,607425,49,0.289869189,0.5,12.0,2021.0,1,0,1.0,0.0,2.0,0.0,2021
626764,633990,49,3.246128082,0.5,6.0,2021.0,1,0,1.0,0.0,20.0,0.0,2021
632507,640272,49,0.816490769,0.5,6.0,2021.0,1,0,1.0,0.0,4.0,0.0,2021
658600,626902,49,0.999531388,0.5,6.0,2021.0,1,0,1.0,0.0,5.0,0.0,2021
42564,45043,35,0.3758446077030887,1.573,22.0,2021.0,1,0,0.0,0.0,0.0,11.0,2021
700527,754291,49,5.245346546,0.5,12.0,2021.0,0,1,1.0,0.0,32.0,0.0,2021
702851,756644,35,5.20477581,0.5,6.069360000000001,2021.0,0,1,1.0,0.0,32.0,0.0,2021
666482,720214,35,5.19716692,0.5,10.381800000000002,2021.0,0,1,1.0,0.0,32.0,0.0,2021
668397,722161,49,5.248366356,0.5,10.0,2021.0,0,1,1.0,0.0,32.0,0.0,2021
700690,754454,49,5.305055141,0.5,12.0,2021.0,0,1,1.0,0.0,32.0,0.0,2021
671282,725046,49,5.233507633,0.5,10.0,2021.0,0,1,1.0,0.0,32.0,0.0,2021
670838,724602,49,8.667374611,0.5,5.0,2021.0,0,1,1.0,0.0,32.0,0.0,2021
670829,724593,49,5.488781929,0.5,12.0,2021.0,0,1,1.0,0.0,33.0,0.0,2021
679517,733281,49,5.44961071,0.5,8.0,2021.0,0,1,1.0,0.0,33.0,0.0,2021
580727,586259,49,5.500132084,0.5,8.0,2021.0,0,1,1.0,0.0,34.0,0.0,2021
681166,734930,49,5.594350815,0.5,8.0,2021.0,0,1,1.0,0.0,34.0,0.0,2021
701829,755622,35,7.965970039,0.5,4.631880000000001,2021.0,0,1,1.0,0.0,35.0,0.0,2021
668316,722080,49,5.291198254,0.5,12.0,2021.0,0,1,1.0,0.0,37.0,0.0,2021
689881,743645,49,7.783446312,0.5,6.0,2021.0,0,1,1.0,0.0,39.0,0.0,2021
677618,731382,49,6.658459663,0.5,6.0,2021.0,0,1,1.0,0.0,39.0,0.0,2021
657412,21433,57,8.41385746,0.5,5.2,2021.0,0,1,1.0,0.0,43.0,0.0,2021
678477,732241,49,8.990673065,0.5,12.0,2021.0,0,1,1.0,0.0,55.0,0.0,2021
657658,68586,35,17.00883675,0.5,4.3124400000000005,2021.0,0,1,1.0,0.0,60.0,0.0,2021
639614,648135,49,10.81046581,0.5,7.0,2021.0,0,1,1.0,0.0,67.0,0.0,2021
24434,26108,57,59.0996407741396,0.5,2.0,2021.0,0,1,1.0,0.0,117.0,0.0,2021
61897,64581,35,0.5202044808028852,9.0,196.02000000000004,2021.0,0,1,0.0,1.0,93.0,0.0,2021
701607,755400,35,5.166184902,1.573,22.0,2021.0,0,1,0.0,1.0,95.0,0.0,2021
701603,755396,35,5.166182518,1.573,22.0,2021.0,0,1,0.0,1.0,95.0,0.0,2021
666096,719828,35,5.393562317,1.573,22.0,2021.0,0,1,0.0,1.0,99.0,0.0,2021
