,parcel_id,county_id,parcel_acres,max_far,max_dua,year_built,was_redeveloped,was_developed,is_sf,is_mf,residential_units,job_spaces_added,Year
659413,713022,11,5.352125645,1.4300000000000002,20.0,2024.0,0,1,0.0,0.0,0.0,251.0,2024
61044,63710,35,2.9845753436182427,9.0,0.0,2024.0,0,1,0.0,0.0,0.0,281.0,2024
9068,9480,11,3.461374619471865,2.09,20.0,2024.0,0,1,0.0,0.0,0.0,325.0,2024
22045,23314,57,10.372935656966812,0.8,0.0,2024.0,0,1,0.0,0.0,0.0,366.0,2024
9207,9620,11,10.129247441573511,1.65,20.0,2024.0,0,1,0.0,0.0,0.0,475.0,2024
315634,318863,35,1.20261848,0.5,6.867960000000001,2025.0,1,0,1.0,0.0,8.0,0.0,2025
314479,317707,35,1.841475725,0.5,5.111040000000001,2025.0,1,0,1.0,0.0,9.0,0.0,2025
86050,88922,11,1.5667389280843935,1.0,6.21,2025.0,1,0,1.0,0.0,9.0,0.0,2025
250268,253474,35,0.959237933,0.5,10.701240000000002,2025.0,1,0,1.0,0.0,9.0,0.0,2025
630868,638482,49,1.988264918,0.5,6.0,2025.0,1,0,1.0,0.0,10.0,0.0,2025
277724,280943,35,1.999891162,0.5,5.430480000000001,2025.0,1,0,1.0,0.0,10.0,0.0,2025
461436,464736,49,3.09060955,0.5,4.0,2025.0,1,0,1.0,0.0,12.0,0.0,2025
144481,147424,11,2.494310863373502,0.5,5.06,2025.0,1,0,1.0,0.0,13.0,0.0,2025
652100,660679,49,3.244143009,0.5,6.0,2025.0,1,0,1.0,0.0,14.0,0.0,2025
438037,441292,35,2.366217375,0.5,9.42348,2025.0,1,0,1.0,0.0,15.0,0.0,2025
520886,525182,49,3.442658901,0.5,5.0,2025.0,1,0,1.0,0.0,17.0,-2.0,2025
152958,155907,57,2.219691669408202,0.5,9.0,2025.0,1,0,1.0,0.0,18.0,0.0,2025
672727,726491,49,5.32886219,0.5,5.0,2025.0,1,0,1.0,0.0,20.0,0.0,2025
605317,611591,49,4.998501301,0.5,5.9,2025.0,1,0,1.0,0.0,22.0,0.0,2025
592472,598153,49,3.760582685,0.5,12.0,2025.0,1,0,1.0,0.0,24.0,0.0,2025
679748,733512,49,5.092069149,0.5,5.9,2025.0,1,0,1.0,0.0,26.0,0.0,2025
630842,638455,49,5.336668968,0.5,6.0,2025.0,1,0,1.0,0.0,27.0,0.0,2025
679744,733508,49,5.092073441,0.5,5.9,2025.0,1,0,1.0,0.0,27.0,0.0,2025
682654,736418,49,5.68207407,0.5,6.0,2025.0,1,0,1.0,0.0,29.0,0.0,2025
48374,50881,35,6.945857641585592,0.5,16.45116,2025.0,1,0,1.0,0.0,42.0,-97.0,2025
43544,46025,35,1.7801530167031785,1.5972000000000002,22.0,2025.0,1,0,0.0,1.0,38.0,-29.0,2025
16727,17660,57,2.574738722585011,1.8876,16.0,2025.0,1,0,0.0,1.0,41.0,-22.0,2025
46930,49434,35,1.412145736441582,2.9040000000000004,33.0,2025.0,1,0,0.0,1.0,42.0,-113.0,2025
39914,42379,35,1.6428300735545212,2.9040000000000004,33.0,2025.0,1,0,0.0,1.0,44.0,-61.0,2025
39931,42396,35,0.8524408642133503,10.9,59.400000000000006,2025.0,1,0,0.0,1.0,50.0,-25.0,2025
33763,36199,35,2.20991613833733,1.0,39.204,2025.0,1,0,0.0,1.0,51.0,-47.0,2025
49087,51598,35,1.2493012261720242,3.850000000000001,46.2,2025.0,1,0,0.0,1.0,53.0,-105.0,2025
47446,49951,35,0.92841761538794,10.9,59.400000000000006,2025.0,1,0,0.0,1.0,54.0,-105.0,2025
39920,42385,35,0.9370076495369656,10.9,59.400000000000006,2025.0,1,0,0.0,1.0,54.0,-26.0,2025
34282,36719,35,0.9996203875181666,10.9,59.400000000000006,2025.0,1,0,0.0,1.0,57.0,-25.0,2025
627105,634340,49,0.817761958,5.0,80.0,2025.0,1,0,0.0,1.0,64.0,-3.0,2025
44793,47279,35,1.249359863434199,10.9,59.400000000000006,2025.0,1,0,0.0,1.0,71.0,-6.0,2025
45164,47652,35,4.651651921987811,2.4200000000000004,22.0,2025.0,1,0,0.0,1.0,75.0,-27.0,2025
39927,42392,35,2.44759427861307,2.9040000000000004,33.0,2025.0,1,0,0.0,1.0,77.0,-16.0,2025
628651,636030,49,1.137892127,5.0,80.0,2025.0,1,0,0.0,1.0,88.0,-66.0,2025
667918,721682,11,5.435971737,1.4300000000000002,23.0,2025.0,1,0,0.0,1.0,90.0,0.0,2025
39012,41471,35,1.736014911894529,10.9,59.400000000000006,2025.0,1,0,0.0,1.0,97.0,-100.0,2025
34176,36613,35,2.4051909753806995,3.850000000000001,46.2,2025.0,1,0,0.0,1.0,111.0,-109.0,2025
3834,3937,11,7.544818664492374,1.4520000000000002,23.0,2025.0,1,0,0.0,1.0,163.0,-4.0,2025
623486,630476,49,6.562066078,5.0,80.0,2025.0,1,0,0.0,1.0,517.0,-86.0,2025
48539,51046,35,0.1395184092695027,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,83.0,2025
50312,52850,35,0.2055489138786253,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,83.0,2025
33946,36382,35,2.118750482921424,1.65,22.0,2025.0,1,0,0.0,0.0,0.0,91.0,2025
39935,42400,35,0.1686948822073005,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,94.0,2025
36762,39205,35,0.2098059282313293,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,102.0,2025
33490,35925,35,2.373346059740605,2.9040000000000004,33.0,2025.0,1,0,0.0,0.0,0.0,125.0,2025
39905,42370,35,0.312283751812287,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,175.0,2025
42920,45400,35,2.161412068407532,2.4200000000000004,22.0,2025.0,1,0,0.0,0.0,0.0,178.0,2025
38650,41106,35,0.3988898466155226,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,184.0,2025
37684,40132,35,0.4062650844143961,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,218.0,2025
50479,53020,35,2.2122729037052387,1.573,22.0,2025.0,1,0,0.0,0.0,0.0,219.0,2025
35753,38193,35,10.539822426526127,1.1616000000000002,11.0,2025.0,1,0,0.0,0.0,0.0,331.0,2025
34311,36748,35,0.5899941380548023,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,350.0,2025
458631,461894,35,0.757297516,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,450.0,2025
46906,49410,35,1.0539053719698928,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,466.0,2025
44556,47042,35,2.980704384337676,3.1944000000000004,22.0,2025.0,1,0,0.0,0.0,0.0,534.0,2025
42000,44472,35,26.287294838263445,0.6050000000000001,0.0,2025.0,1,0,0.0,0.0,0.0,552.0,2025
45169,47657,35,14.521204112566709,1.089,24.200000000000003,2025.0,1,0,0.0,0.0,0.0,655.0,2025
33304,35737,35,2.0708603195449826,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,1072.0,2025
39892,42357,35,2.4995557638402537,10.9,59.400000000000006,2025.0,1,0,0.0,0.0,0.0,1437.0,2025
672054,725818,49,5.501369953,0.5,12.0,2025.0,0,1,1.0,0.0,34.0,0.0,2025
682351,736115,49,5.668313503,0.5,8.0,2025.0,0,1,1.0,0.0,35.0,0.0,2025
680095,733859,49,5.66347599,0.5,8.0,2025.0,0,1,1.0,0.0,35.0,0.0,2025
706864,760659,49,6.851484299,0.5,6.0,2025.0,0,1,1.0,0.0,36.0,0.0,2025
660275,713890,11,7.416759968,0.5,5.06,2025.0,0,1,1.0,0.0,36.0,0.0,2025
599349,605319,49,6.029510021,0.5,8.0,2025.0,0,1,1.0,0.0,37.0,0.0,2025
688312,742076,49,6.43480444,0.5,6.0,2025.0,0,1,1.0,0.0,39.0,0.0,2025
672872,726636,49,9.493736267,0.5,4.0,2025.0,0,1,1.0,0.0,39.0,0.0,2025
680113,733877,49,6.41368866,0.5,8.0,2025.0,0,1,1.0,0.0,39.0,0.0,2025
679582,733346,49,7.925264359,0.5,5.0,2025.0,0,1,1.0,0.0,39.0,0.0,2025
670894,724658,49,5.84887886,0.5,10.0,2025.0,0,1,1.0,0.0,40.0,0.0,2025
678952,732716,49,7.479099751,0.5,12.0,2025.0,0,1,1.0,0.0,46.0,0.0,2025
682587,736351,49,8.255022049,0.5,6.0,2025.0,0,1,1.0,0.0,47.0,0.0,2025
708072,761867,49,7.749742031,0.5,12.0,2025.0,0,1,1.0,0.0,47.0,0.0,2025
671112,724876,49,9.332648277,0.5,6.0,2025.0,0,1,1.0,0.0,49.0,0.0,2025
708289,762084,49,8.210185051,0.5,10.0,2025.0,0,1,1.0,0.0,50.0,0.0,2025
699494,753258,49,8.594901085,0.5,10.0,2025.0,0,1,1.0,0.0,52.0,0.0,2025
703066,756859,11,8.662184715,0.5,6.21,2025.0,0,1,1.0,0.0,52.0,0.0,2025
706990,760785,49,8.822828293,0.5,6.0,2025.0,0,1,1.0,0.0,52.0,0.0,2025
21093,22186,57,16.379793987744723,0.5,4.5,2025.0,0,1,1.0,0.0,69.0,0.0,2025
579849,585304,49,0.777410984,5.0,80.0,2025.0,0,1,0.0,1.0,60.0,0.0,2025
701181,754945,57,6.772325039,1.584,16.0,2025.0,0,1,0.0,1.0,78.0,0.0,2025
61124,63791,35,2.081865691114104,4.0,39.204,2025.0,0,1,0.0,1.0,78.0,0.0,2025
63954,66683,35,4.478031388477655,1.573,22.0,2025.0,0,1,0.0,1.0,80.0,0.0,2025
703750,757543,57,6.868315697,1.584,16.0,2025.0,0,1,0.0,1.0,85.0,0.0,2025
9103,9516,11,3.921084957264765,2.09,23.0,2025.0,0,1,0.0,1.0,86.0,0.0,2025
659427,713036,11,5.44229126,1.4300000000000002,23.0,2025.0,0,1,0.0,1.0,92.0,0.0,2025
702582,756375,35,5.038204193,1.573,22.0,2025.0,0,1,0.0,1.0,92.0,0.0,2025
22774,24310,57,7.677946586581903,1.4300000000000002,16.0,2025.0,0,1,0.0,1.0,98.0,0.0,2025
701764,755557,35,5.386615276,1.573,22.0,2025.0,0,1,0.0,1.0,99.0,0.0,2025
659428,713037,11,5.242246151,1.4300000000000002,23.0,2025.0,0,1,0.0,1.0,100.0,0.0,2025
659457,713066,11,5.898293972,1.4300000000000002,23.0,2025.0,0,1,0.0,1.0,101.0,0.0,2025
663554,717176,57,7.359628201,1.4300000000000002,16.0,2025.0,0,1,0.0,1.0,105.0,0.0,2025
667889,721653,35,8.671206474,4.0,16.407600000000002,2025.0,0,1,0.0,1.0,106.0,0.0,2025
659366,712975,11,5.437839985,1.4300000000000002,23.0,2025.0,0,1,0.0,1.0,109.0,0.0,2025
660081,713696,11,5.726899147,2.2,23.0,2025.0,0,1,0.0,1.0,117.0,0.0,2025
660072,713687,11,6.151498318,2.2,23.0,2025.0,0,1,0.0,1.0,121.0,0.0,2025
702224,756017,35,6.924325943,1.5,18.04836,2025.0,0,1,0.0,1.0,122.0,0.0,2025
10382,10888,11,6.588112513078226,1.331,23.0,2025.0,0,1,0.0,1.0,129.0,0.0,2025
658998,712605,11,6.128039837,2.2,23.0,2025.0,0,1,0.0,1.0,138.0,0.0,2025
665708,719332,35,5.075549603,0.5,3.5138400000000005,2025.0,0,1,0.0,0.0,0.0,119.0,2025
663798,717420,57,5.233772755,0.5,20.6,2025.0,0,1,0.0,0.0,0.0,123.0,2025
11137,11731,11,5.517504665413667,0.5,0.0,2025.0,0,1,0.0,0.0,0.0,129.0,2025
657324,9300,11,0.999531388,2.2,23.0,2025.0,0,1,0.0,0.0,0.0,132.0,2025
665701,719325,35,5.075549126,0.400000006,3.5138400000000005,2025.0,0,1,0.0,0.0,0.0,134.0,2025
25257,27072,57,4.030303964680623,0.8800000000000001,10.0,2025.0,0,1,0.0,0.0,0.0,142.0,2025
660606,714228,11,6.166232109,0.5,2.3,2025.0,0,1,0.0,0.0,0.0,145.0,2025
64278,67016,35,6.208201766158537,0.5,0.0,2025.0,0,1,0.0,0.0,0.0,146.0,2025
66120,68914,35,3.21637605840288,1.0,0.0,2025.0,0,1,0.0,0.0,0.0,151.0,2025
665980,719712,35,5.035012245,0.5,0.0,2025.0,0,1,0.0,0.0,0.0,166.0,2025
659123,712730,11,5.148335934,0.55,17.25,2025.0,0,1,0.0,0.0,0.0,170.0,2025
65761,68540,35,3.642348900171613,1.573,22.0,2025.0,0,1,0.0,0.0,0.0,171.0,2025
659448,713057,11,6.006825447,0.8800000000000001,13.8,2025.0,0,1,0.0,0.0,0.0,211.0,2025
5692,5811,11,3.511710378102922,1.5,0.0,2025.0,0,1,0.0,0.0,0.0,248.0,2025
661718,715340,57,8.10168457,0.77,9.0,2025.0,0,1,0.0,0.0,0.0,286.0,2025
8921,9307,11,3.624876373894346,2.09,23.0,2025.0,0,1,0.0,0.0,0.0,340.0,2025
666042,719774,35,5.478950977,1.2100000000000002,0.0,2025.0,0,1,0.0,0.0,0.0,362.0,2025
65190,67948,35,3.914814049878109,1.573,22.0,2025.0,0,1,0.0,0.0,0.0,388.0,2025
10860,11442,11,19.35781002393438,0.5,0.0,2025.0,0,1,0.0,0.0,0.0,455.0,2025
20568,21631,57,14.666220129609364,1.4300000000000002,0.0,2025.0,0,1,0.0,0.0,0.0,688.0,2025
414405,417653,35,1.074940205,0.5,13.73592,2026.0,1,0,1.0,0.0,9.0,0.0,2026
324510,327742,35,1.321143985,0.5,10.381800000000002,2026.0,1,0,1.0,0.0,9.0,0.0,2026
165642,168605,57,5.8562251536825976,0.5,2.1,2026.0,1,0,1.0,0.0,10.0,0.0,2026
189218,192258,57,1.557062745,1.5,7.5,2026.0,1,0,1.0,0.0,10.0,0.0,2026
373930,377166,35,1.817607284,0.5,10.701240000000002,2026.0,1,0,1.0,0.0,12.0,0.0,2026
652097,660676,49,2.095183134,0.5,6.0,2026.0,1,0,1.0,0.0,12.0,0.0,2026
228759,231956,35,2.043120861,0.5,10.381800000000002,2026.0,1,0,1.0,0.0,13.0,0.0,2026
534608,539163,49,4.898591518,0.5,3.0,2026.0,1,0,1.0,0.0,15.0,0.0,2026
573178,578437,49,3.927978992,0.5,5.0,2026.0,1,0,1.0,0.0,16.0,0.0,2026
180880,183912,57,2.6629096477016057,0.5,6.2,2026.0,1,0,1.0,0.0,16.0,0.0,2026
627280,634518,49,2.719114304,0.5,6.0,2026.0,1,0,1.0,0.0,16.0,0.0,2026
521666,525973,49,6.41336298,0.5,3.0,2026.0,1,0,1.0,0.0,18.0,0.0,2026
652179,660761,49,3.092998266,0.5,6.0,2026.0,1,0,1.0,0.0,18.0,0.0,2026
409644,412889,35,2.918583393,1.5,6.867960000000001,2026.0,1,0,1.0,0.0,20.0,0.0,2026
626744,633968,49,4.291316032,0.5,6.0,2026.0,1,0,1.0,0.0,21.0,0.0,2026
494162,497919,49,3.310850859,0.5,10.0,2026.0,1,0,1.0,0.0,22.0,0.0,2026
652082,660658,49,5.607323647,0.5,4.0,2026.0,1,0,1.0,0.0,22.0,0.0,2026
679760,733524,49,5.092070103,0.5,5.9,2026.0,1,0,1.0,0.0,22.0,0.0,2026
511838,515971,49,5.262011051,0.5,5.0,2026.0,1,0,1.0,0.0,24.0,0.0,2026
601778,607872,49,5.148925781,0.5,6.0,2026.0,1,0,1.0,0.0,26.0,0.0,2026
46220,48714,35,2.643945762944979,1.2100000000000002,24.200000000000003,2026.0,1,0,0.0,1.0,38.0,-15.0,2026
33318,35752,35,0.6769441328929052,10.9,59.400000000000006,2026.0,1,0,0.0,1.0,39.0,-8.0,2026
42215,44689,35,1.9148542846479149,1.815,22.0,2026.0,1,0,0.0,1.0,39.0,-20.0,2026
46045,48538,35,1.421337917430623,2.9040000000000004,33.0,2026.0,1,0,0.0,1.0,43.0,-50.0,2026
1847,1948,11,2.226418572603868,1.65,23.0,2026.0,1,0,0.0,1.0,43.0,-37.0,2026
37550,39994,35,2.273295303935541,1.573,22.0,2026.0,1,0,0.0,1.0,45.0,0.0,2026
1627,1728,11,4.354443768265427,1.65,13.8,2026.0,1,0,0.0,1.0,45.0,-44.0,2026
27716,29925,35,0.756186898642356,4.0,67.39700000000002,2026.0,1,0,0.0,1.0,50.0,-66.0,2026
204069,207239,57,3.179987431,1.2100000000000002,16.0,2026.0,1,0,0.0,1.0,50.0,0.0,2026
42098,44572,35,2.5091053859574464,1.815,22.0,2026.0,1,0,0.0,1.0,55.0,-24.0,2026
591432,597046,49,0.749123156,5.0,80.0,2026.0,1,0,0.0,1.0,59.0,0.0,2026
50695,53238,35,2.7384191988588524,1.815,22.0,2026.0,1,0,0.0,1.0,60.0,-120.0,2026
33751,36187,35,2.82987198921096,1.0,39.204,2026.0,1,0,0.0,1.0,61.0,-13.0,2026
624497,631542,49,0.828273475,5.0,80.0,2026.0,1,0,0.0,1.0,65.0,-39.0,2026
42926,45406,35,3.283879072283533,2.07636,22.0,2026.0,1,0,0.0,1.0,72.0,-94.0,2026
39171,41631,35,5.477112192562448,1.5972000000000002,22.0,2026.0,1,0,0.0,1.0,103.0,0.0,2026
35678,38117,35,5.612178000010339,1.573,22.0,2026.0,1,0,0.0,1.0,120.0,-169.0,2026
1855,1956,11,8.828737416245268,1.65,23.0,2026.0,1,0,0.0,1.0,178.0,-141.0,2026
39897,42362,35,3.1243818476272565,10.9,59.400000000000006,2026.0,1,0,0.0,1.0,178.0,-111.0,2026
45165,47653,35,1.805977344341667,9.0,196.02000000000004,2026.0,1,0,0.0,1.0,294.0,-194.0,2026
46903,49407,35,0.3335504501330136,10.9,59.400000000000006,2026.0,1,0,0.0,0.0,0.0,95.0,2026
33350,35784,35,0.1751054670835034,10.9,59.400000000000006,2026.0,1,0,0.0,0.0,0.0,100.0,2026
47293,49798,35,0.1888194278671166,10.9,59.400000000000006,2026.0,1,0,0.0,0.0,0.0,104.0,2026
41042,43512,35,3.4608421239493863,1.089,0.0,2026.0,1,0,0.0,0.0,0.0,106.0,2026
623323,630292,49,0.359431237,5.0,80.0,2026.0,1,0,0.0,0.0,0.0,106.0,2026
46023,48516,35,0.9571653755274072,1.815,22.0,2026.0,1,0,0.0,0.0,0.0,107.0,2026
36515,38958,35,0.5306182512342046,3.850000000000001,46.2,2026.0,1,0,0.0,0.0,0.0,121.0,2026
50512,53055,35,6.603330676586899,1.5,0.0,2026.0,1,0,0.0,0.0,0.0,124.0,2026
36850,39293,35,8.174554408238347,1.2100000000000002,22.0,2026.0,1,0,0.0,0.0,0.0,133.0,2026
455745,459005,35,0.227198139,10.9,59.400000000000006,2026.0,1,0,0.0,0.0,0.0,135.0,2026
50634,53177,35,2.962969506682021,1.573,22.0,2026.0,1,0,0.0,0.0,0.0,139.0,2026
33493,35928,35,0.2462546083786659,10.9,59.400000000000006,2026.0,1,0,0.0,0.0,0.0,146.0,2026
46498,48993,35,6.589921649107234,0.5,0.0,2026.0,1,0,0.0,0.0,0.0,155.0,2026
40451,42918,35,1.9740560279430417,1.5972000000000002,22.0,2026.0,1,0,0.0,0.0,0.0,171.0,2026
39793,42258,35,10.094177934154272,0.5,0.0,2026.0,1,0,0.0,0.0,0.0,234.0,2026
33587,36023,35,3.207491262100864,1.5972000000000002,22.0,2026.0,1,0,0.0,0.0,0.0,265.0,2026
39893,42358,35,0.5499880485578746,10.9,59.400000000000006,2026.0,1,0,0.0,0.0,0.0,320.0,2026
37073,39516,35,5.283435618055876,1.573,22.0,2026.0,1,0,0.0,0.0,0.0,331.0,2026
33500,35936,35,0.6490504590028624,10.9,59.400000000000006,2026.0,1,0,0.0,0.0,0.0,366.0,2026
47447,49952,35,1.0081115813641646,10.9,59.400000000000006,2026.0,1,0,0.0,0.0,0.0,481.0,2026
704421,758214,35,6.382012367,0.5,10.381800000000002,2026.0,0,1,1.0,0.0,39.0,0.0,2026
22313,23635,57,25.520471884825923,0.5,2.0,2026.0,0,1,1.0,0.0,39.0,0.0,2026
662631,716253,57,5.330914497,0.5,7.5,2026.0,0,1,1.0,0.0,39.0,0.0,2026
680048,733812,49,6.321505547,0.5,8.0,2026.0,0,1,1.0,0.0,40.0,0.0,2026
704559,758354,49,5.995169163,0.5,12.0,2026.0,0,1,1.0,0.0,41.0,0.0,2026
504605,508654,49,6.31541872,0.5,12.0,2026.0,0,1,1.0,0.0,42.0,0.0,2026
682359,736123,49,8.126296997,0.5,6.0,2026.0,0,1,1.0,0.0,42.0,0.0,2026
706849,760644,49,7.277369499,0.5,6.0,2026.0,0,1,1.0,0.0,43.0,0.0,2026
672478,726242,49,8.811752319,0.5,7.0,2026.0,0,1,1.0,0.0,43.0,0.0,2026
668148,721912,49,8.840026855,0.5,5.0,2026.0,0,1,1.0,0.0,44.0,0.0,2026
701847,755640,35,5.879850864,0.0,7.506840000000001,2026.0,0,1,1.0,0.0,44.0,0.0,2026
682130,735894,49,8.347979546,0.5,5.9,2026.0,0,1,1.0,0.0,44.0,0.0,2026
689910,743674,49,8.081377029,0.5,6.0,2026.0,0,1,1.0,0.0,45.0,0.0,2026
700932,754696,11,5.323548317,0.5,9.2,2026.0,0,1,1.0,0.0,47.0,0.0,2026
6673,6891,11,11.704880069648846,0.5,5.06,2026.0,0,1,1.0,0.0,50.0,0.0,2026
702231,756024,35,8.46788311,0.5,18.04836,2026.0,0,1,1.0,0.0,52.0,0.0,2026
23719,25364,57,11.944789794882244,0.5,4.5,2026.0,0,1,1.0,0.0,55.0,0.0,2026
672416,726180,49,9.881469727,0.5,6.0,2026.0,0,1,1.0,0.0,56.0,0.0,2026
657709,69986,35,15.64073372,0.5,6.867960000000001,2026.0,0,1,1.0,0.0,78.0,0.0,2026
19855,20867,57,23.86522445970293,0.5,4.5,2026.0,0,1,1.0,0.0,102.0,0.0,2026
702579,756372,35,5.038203239,1.573,22.0,2026.0,0,1,0.0,1.0,92.0,0.0,2026
659426,713035,11,5.442290306,1.4300000000000002,23.0,2026.0,0,1,0.0,1.0,92.0,0.0,2026
702894,756687,35,5.480565071,1.815,22.0,2026.0,0,1,0.0,1.0,99.0,0.0,2026
505,553,11,5.025313596582233,1.1,23.0,2026.0,0,1,0.0,1.0,99.0,0.0,2026
703749,757542,57,6.868318558,1.584,16.0,2026.0,0,1,0.0,1.0,101.0,0.0,2026
659367,712976,11,5.437839508,1.4300000000000002,23.0,2026.0,0,1,0.0,1.0,104.0,0.0,2026
702882,756675,35,5.011626244,1.815,22.0,2026.0,0,1,0.0,1.0,110.0,0.0,2026
702862,756655,35,5.011624336,1.815,22.0,2026.0,0,1,0.0,1.0,110.0,0.0,2026
701515,755308,35,6.137897491,1.573,22.0,2026.0,0,1,0.0,1.0,112.0,0.0,2026
9202,9615,11,5.236438006191771,1.4520000000000002,23.0,2026.0,0,1,0.0,1.0,119.0,0.0,2026
657580,29804,35,10.21703434,0.0,18.04836,2026.0,0,1,0.0,1.0,125.0,0.0,2026
63924,66653,35,5.676452066857094,1.815,22.0,2026.0,0,1,0.0,1.0,125.0,0.0,2026
657627,67024,35,5.904246807,1.5,39.204,2026.0,0,1,0.0,1.0,130.0,0.0,2026
660077,713692,11,6.408459187,2.2,23.0,2026.0,0,1,0.0,1.0,131.0,0.0,2026
660076,713691,11,6.408461094,2.2,23.0,2026.0,0,1,0.0,1.0,131.0,0.0,2026
700910,754674,11,8.150331497,1.65,18.4,2026.0,0,1,0.0,1.0,139.0,0.0,2026
65934,68723,35,5.331006707013963,1.5,39.204,2026.0,0,1,0.0,1.0,157.0,0.0,2026
702542,756335,35,9.832884789,1.815,22.0,2026.0,0,1,0.0,1.0,166.0,0.0,2026
699377,753141,49,5.030451775,0.0,50.0,2026.0,0,1,0.0,1.0,222.0,0.0,2026
699370,753134,49,5.030455112,0.0,50.0,2026.0,0,1,0.0,1.0,222.0,0.0,2026
59775,62433,35,0.6187028740813196,1.5,39.204,2026.0,0,1,0.0,0.0,0.0,61.0,2026
65468,68239,35,2.78145146826687,0.5,0.0,2026.0,0,1,0.0,0.0,0.0,65.0,2026
62538,65224,35,0.7902440334867771,1.815,22.0,2026.0,0,1,0.0,0.0,0.0,67.0,2026
67364,70222,35,1.088847217161437,1.0,0.0,2026.0,0,1,0.0,0.0,0.0,72.0,2026
62231,64915,35,1.6241874887841343,1.2100000000000002,22.0,2026.0,0,1,0.0,0.0,0.0,76.0,2026
65251,68017,35,1.323325358851362,1.2100000000000002,22.0,2026.0,0,1,0.0,0.0,0.0,87.0,2026
64743,67493,35,3.794347185344364,0.5,0.0,2026.0,0,1,0.0,0.0,0.0,89.0,2026
5525,5640,11,0.9886096219987004,1.5,0.0,2026.0,0,1,0.0,0.0,0.0,98.0,2026
665640,719264,35,5.507207394,0.400000006,0.0,2026.0,0,1,0.0,0.0,0.0,103.0,2026
459499,462772,49,3.328891039,0.5,0.0,2026.0,0,1,0.0,0.0,0.0,110.0,2026
513030,517189,49,4.964894772,0.5,0.0,2026.0,0,1,0.0,0.0,0.0,116.0,2026
660553,714168,11,5.163524628,0.5,0.0,2026.0,0,1,0.0,0.0,0.0,121.0,2026
61130,63797,35,0.484311445128454,4.0,0.0,2026.0,0,1,0.0,0.0,0.0,128.0,2026
665644,719268,35,5.507206917,0.5,0.0,2026.0,0,1,0.0,0.0,0.0,129.0,2026
62227,64911,35,2.7999498883606218,1.65,22.0,2026.0,0,1,0.0,0.0,0.0,131.0,2026
664518,718142,35,5.645581722,0.5,0.0,2026.0,0,1,0.0,0.0,0.0,133.0,2026
59395,62053,35,4.5849642748087645,0.5,0.0,2026.0,0,1,0.0,0.0,0.0,151.0,2026
666008,719740,35,5.035014153,0.5,13.73592,2026.0,0,1,0.0,0.0,0.0,166.0,2026
64920,67674,35,4.94425790248997,1.4520000000000002,22.0,2026.0,0,1,0.0,0.0,0.0,232.0,2026
657717,70198,35,10.23702335,0.5,0.0,2026.0,0,1,0.0,0.0,0.0,240.0,2026
320695,323925,35,1.506864905,0.5,6.867960000000001,2027.0,1,0,1.0,0.0,9.0,0.0,2027
419833,423083,35,1.500163913,0.5,9.42348,2027.0,1,0,1.0,0.0,10.0,0.0,2027
504556,508605,49,1.939118505,0.5,6.0,2027.0,1,0,1.0,0.0,10.0,0.0,2027
223924,227119,35,1.713217974,0.5,13.73592,2027.0,1,0,1.0,0.0,10.0,0.0,2027
539383,544063,49,4.259460926,0.5,3.0,2027.0,1,0,1.0,0.0,11.0,0.0,2027
399293,402535,35,1.640414953,0.5,13.73592,2027.0,1,0,1.0,0.0,12.0,0.0,2027
626461,633672,49,2.620595217,0.5,6.0,2027.0,1,0,1.0,0.0,13.0,0.0,2027
599883,605867,49,4.423455715,0.5,3.5,2027.0,1,0,1.0,0.0,13.0,0.0,2027
279267,282486,35,3.793926001,0.5,3.5138400000000005,2027.0,1,0,1.0,0.0,13.0,0.0,2027
667979,721743,57,5.454118252,0.5,2.4,2027.0,1,0,1.0,0.0,13.0,0.0,2027
528245,532710,49,3.645214558,0.5,4.0,2027.0,1,0,1.0,0.0,14.0,0.0,2027
69192,72053,11,1.4708904392366149,0.5,9.2,2027.0,1,0,1.0,0.0,14.0,0.0,2027
469009,472403,49,5.391694546,0.5,3.0,2027.0,1,0,1.0,0.0,15.0,0.0,2027
672729,726493,49,5.328857422,0.5,5.0,2027.0,1,0,1.0,0.0,20.0,0.0,2027
252299,255506,35,2.388819695,0.5,10.701240000000002,2027.0,1,0,1.0,0.0,20.0,0.0,2027
628499,635867,49,4.136059761,0.5,6.0,2027.0,1,0,1.0,0.0,21.0,0.0,2027
667941,721705,57,5.307779789,0.5,4.5,2027.0,1,0,1.0,0.0,23.0,0.0,2027
578202,583574,49,4.143311501,0.5,12.0,2027.0,1,0,1.0,0.0,25.0,-80.0,2027
679766,733530,49,5.092065334,0.5,5.9,2027.0,1,0,1.0,0.0,26.0,0.0,2027
