county_id,was_developed,was_redeveloped,residential_units,job_spaces,job_spaces_added,res_units_added,building_count,households_count,households_added,acreage_dev,acreage_redev,total_value,value_added_dev,value_added_redev,res_units_added_dev,res_units_added_redev,acreage_dev_res,acreage_dev_nonres,acreage_redev_res,acreage_redev_nonres,value_added_dev_res,value_added_dev_nonres,jobs_accom_food_added,jobs_gov_edu_added,jobs_health_added,jobs_manuf_added,jobs_office_added,jobs_other_added,jobs_retail_added,jobs_wholesale_added
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691996.384305243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,440,215,114552.0,173224.0,549.0,5579.0,97341.0,106420.0,2.0,504.66902453199975,153.00249168499988,35423621024.41801,552183599.4754409,338318331.0837203,4013.0,1566.0,503.45617071599986,1.212853816,142.54043841799992,10.462053267,547557726.7671541,4625872.708286757,0.0,0.0,0.0,0.0,0.0,-129.0,-138.0,-6.0
35,153,64,406211.0,849948.0,3435.0,3745.0,331992.0,377703.0,16.0,163.54439948099997,85.47829437099999,22636359080708.746,858139259.7569928,635815618.6758124,1908.0,1837.0,137.007407965,26.536991516000008,79.09061659300001,6.3876777780000005,341872827.36111265,516266432.39587986,-25.0,-1.0,-1.0,0.0,-50.0,-11.0,-20.0,0.0
49,863,41,176243.0,309666.0,6640.0,5834.0,151859.0,163933.0,4.0,1348.2351329320006,68.724186157,56933863286223.48,1632898795.807989,132253563.38608216,5302.0,532.0,1129.19051501,219.04461792200007,59.89625951200001,8.827926645,828425102.7501978,804473693.0577914,-7.0,0.0,-4.0,-1.0,-2.0,-6.0,-6.0,-6.0
57,22,0,95013.0,130836.0,822.0,0.0,87578.0,83190.0,0.0,12.455135369000002,0.0,21689104974.002956,109792302.46251923,0.0,0.0,0.0,0.0,12.455135369000002,0.0,0.0,0.0,109792302.46251923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
