Year,11,35,49,57
2010,304323,1013395,503812,222446
2011,309937,1027956,517441,224338
2012,315098,1041639,529357,226799
2013,320991,1051946,538647,228255
2014,326385,1061856,551167,229841
2015,332607,1075422,569283,232865
2016,339116,1089411,586583,235679
2017,344692,1107373,606499,240633
2018,350474,1125815,625492,245866
2019,355949,1143738,643356,250933
2020,361017,1160882,660911,255622
2021,365892,1177487,678666,260114
2022,370332,1192250,696239,264249
2023,374390,1205333,713695,268103
2024,378167,1217152,731136,271656
2025,381716,1228016,748615,274909
2026,385495,1239613,766262,278217
2027,389369,1250829,784196,281377
2028,393383,1261802,802629,284436
2029,397513,1272560,821538,287414
2030,401759,1283264,841062,290361
2031,406083,1293985,861235,293262
2032,410509,1304798,882046,296123
2033,415025,1315539,903201,298915
2034,419577,1326159,924582,301624
2035,424157,1336648,946161,304268
2036,428755,1347057,967894,306852
2037,433360,1357453,989735,309400
2038,437968,1367858,1011662,311924
2039,442568,1378345,1033665,314437
2040,481787,1533729,840809,352453
2041,481787,1533729,880625,352453
2042,481787,1533729,920440,352453
2043,481787,1533729,960191,352453
2044,481787,1533729,999699,352453
2045,481787,1533729,1038932,352453
2046,481787,1533729,1077886,352453
2047,481787,1533729,1116595,352453
2048,481787,1533729,1155097,352453
2049,481787,1533729,1193383,352453
2050,481787,1533729,1231526,352453
2051,481787,1533729,1269499,352453
2052,481787,1533729,1307271,352453
2053,481787,1533729,1344777,352453
2054,481787,1533729,1381982,352453
2055,481787,1533729,1419009,352453
2056,481787,1533729,1455972,352453
2057,481787,1533729,1492868,352453
2058,481787,1533729,1529761,352453
2059,481787,1533729,1566711,352453
2060,481787,1533729,1603719,352453
