OID_,parcel_id,basebldg,Sliver,parcel_sqf,x,y,parcel_id_,max_dua,max_far,year,type1,type2,type3,type4,type5,type6,type7,type8,locnote,mponote
120131,601540.000000000000000,0,0.000000000000000,22997.861495699999068,1579041,7225386,601540,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120132,601881.000000000000000,0,0.000000000000000,280284.017183999996632,1591442,7221008,601881,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120133,601587.000000000000000,0,0.000000000000000,26838.597565799998847,1573472,7221799,601587,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120134,602285.000000000000000,1,0.000000000000000,43533.441991899999266,1575798,7211940,602285,6,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120135,602042.000000000000000,0,0.000000000000000,29524.886536999998498,1586609,7211807,602042,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120136,602036.000000000000000,0,0.000000000000000,271678.649427000025753,1587107,7211937,602036,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120138,601816.000000000000000,1,0.000000000000000,340969.204301999998279,1584540,7220685,601816,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120139,601538.000000000000000,0,0.000000000000000,292043.614988000015728,1578887,7226137,601538,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120140,602656.000000000000000,0,0.000000000000000,266720.221741000015754,1589918,7209217,602656,12,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
120141,602032.000000000000000,0,0.000000000000000,250407.436305000010179,1586911,7210676,602032,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120142,625648.000000000000000,0,0.000000000000000,102236.636366999999154,1581994,7204828,625648,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120143,603265.000000000000000,1,0.000000000000000,115859.234727000002749,1579554,7204783,603265,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120144,601824.000000000000000,1,0.000000000000000,44408.848058399998990,1585310,7217731,601824,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120145,601815.000000000000000,1,0.000000000000000,759550.604748000041582,1585114,7219179,601815,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120146,608226.000000000000000,1,0.000000000000000,304647.704488000017591,1560256,7181455,608226,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120148,699977.000000000000000,0,0.000000000000000,17900.509958499998902,1562517,7178881,699977,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120149,623434.000000000000000,1,0.000000000000000,10000.996442100000422,1558038,7162733,623434,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120150,608217.000000000000000,1,0.000000000000000,43469.736712199999602,1560176,7180147,608217,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120151,608905.000000000000000,0,0.000000000000000,99835.141370800003642,1559287,7167658,608905,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120153,735196.000000000000000,1,0.000000000000000,217502.333695000008447,1559850,7176316,735196,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120154,609049.000000000000000,0,0.000000000000000,378957.564767999981996,1563479,7163291,609049,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120155,579064.000000000000000,1,0.000000000000000,25074.247072900001513,1562090,7161896,579064,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120156,578925.000000000000000,1,0.000000000000000,34008.024467099996400,1562677,7161514,578925,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120157,735107.000000000000000,0,0.000000000000000,2441.822124559999793,1562810,7162937,735107,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120158,636077.000000000000000,1,0.000000000000000,16638.140634999999747,1561803,7163875,636077,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120159,634091.000000000000000,1,0.000000000000000,4796.760051879999992,1565075,7161767,634091,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120160,612685.000000000000000,1,0.000000000000000,9992.995282669999142,1562900,7162178,612685,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120161,625734.000000000000000,1,0.000000000000000,4409.677550360000168,1558777,7161640,625734,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120162,634422.000000000000000,0,0.000000000000000,12366.343734800000675,1557649,7162575,634422,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120163,579003.000000000000000,1,0.000000000000000,11832.310388399999283,1559439,7161483,579003,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120165,578708.000000000000000,1,0.000000000000000,9893.306339720000324,1558948,7158068,578708,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120166,578495.000000000000000,0,0.000000000000000,4352.407046690000243,1559422,7158564,578495,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120167,613107.000000000000000,0,0.000000000000000,8137.381169530000079,1557622,7155067,613107,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120168,729321.000000000000000,1,0.000000000000000,17320.262809899999411,1526819,7151065,729321,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
120169,744305.000000000000000,0,0.000000000000000,29078.933408100001543,1550553,7150909,744305,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120170,726163.000000000000000,1,0.000000000000000,12998.354787099999157,1550103,7152344,726163,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120171,652097.000000000000000,1,0.000000000000000,14990.999065399999381,1528631,7154617,652097,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
120172,740696.000000000000000,0,0.000000000000000,1634.191943829999900,1528525,7149206,740696,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
120173,579198.000000000000000,1,0.000000000000000,14906.303633100000297,1527528,7150798,579198,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
120174,743498.000000000000000,1,0.000000000000000,8175.229913080000188,1550848,7151663,743498,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120175,691750.000000000000000,1,0.000000000000000,7327.529808029999913,1558409,7164695,691750,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120176,690731.000000000000000,1,0.000000000000000,10081.798365099999501,1560139,7164461,690731,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120177,608942.000000000000000,1,0.000000000000000,24047.711510799999814,1560055,7164863,608942,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120178,618338.000000000000000,1,0.000000000000000,12230.967033099999753,1560740,7163645,618338,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120179,690499.000000000000000,0,0.000000000000000,140.435242988999988,1559185,7163967,690499,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120183,674986.000000000000000,1,0.000000000000000,18988.364447200001450,1541421,7306788,674986,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120184,622391.000000000000000,1,0.000000000000000,228916.333092999993823,1571658,7210905,622391,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120189,731314.000000000000000,1,0.000000000000000,228543.124188999994658,1567216,7193287,731314,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120190,696764.000000000000000,1,0.000000000000000,221361.738137000007555,1566017,7194211,696764,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120191,608068.000000000000000,1,0.000000000000000,3511463.364539999980479,1561253,7189784,608068,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120192,608167.000000000000000,1,0.000000000000000,239409.439478999993298,1555349,7188899,608167,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120193,582310.000000000000000,0,0.000000000000000,36113.807665799999086,1537807,7312666,582310,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120194,584586.000000000000000,1,0.000000000000000,315435.433712999976706,1535006,7304255,584586,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120195,661076.000000000000000,1,0.000000000000000,25026.730911099999503,1536750,7306092,661076,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120196,644321.000000000000000,1,0.000000000000000,13590.930300800000623,1566442,7161778,644321,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120197,644322.000000000000000,0,0.000000000000000,13358.127938800000265,1566481,7161881,644322,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120198,667036.000000000000000,0,0.000000000000000,1373.507590089999894,1567997,7214506,667036,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120199,602406.000000000000000,1,0.000000000000000,43533.990391400002409,1573380,7210429,602406,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120200,602511.000000000000000,0,0.000000000000000,859171.941822999971919,1576648,7209572,602511,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120201,601877.000000000000000,1,0.000000000000000,238404.544735000003129,1591571,7218803,601877,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120202,609963.000000000000000,0,0.000000000000000,24742.244725799999287,1566633,7188937,609963,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120206,566267.000000000000000,1,0.000000000000000,10263.436272499999177,1541574,7311351,566267,8,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
120234,738861.000000000000000,1,0.000000000000000,201206.474492000008468,1471346,7290272,738861,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120235,738862.000000000000000,1,0.000000000000000,43532.378023500001291,1471451,7289991,738862,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120238,582236.000000000000000,1,0.000000000000000,132351.755490000010468,1536102,7315164,582236,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120239,679636.000000000000000,0,0.000000000000000,7244.609058699999878,1572770,7201188,679636,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120240,680176.000000000000000,1,0.000000000000000,284340.314714999985881,1574166,7202572,680176,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120241,603308.000000000000000,1,0.000000000000000,250310.193398000003072,1572901,7200898,603308,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120242,603189.000000000000000,0,0.000000000000000,217666.058944999997038,1578392,7201045,603189,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120243,603236.000000000000000,1,0.000000000000000,69653.121194199993624,1576124,7203111,603236,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120244,609829.000000000000000,0,0.000000000000000,322989.065997000026982,1573963,7194347,609829,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120245,609911.000000000000000,1,0.000000000000000,171114.145534999988740,1569770,7192556,609911,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120246,608070.000000000000000,1,0.000000000000000,52670.298830899999302,1564969,7191015,608070,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120247,608060.000000000000000,1,0.000000000000000,42667.640885100001469,1563148,7189441,608060,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120249,578730.000000000000000,1,0.000000000000000,20404.881924199999048,1561502,7158391,578730,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120250,578525.000000000000000,1,0.000000000000000,14510.226301999999123,1560703,7158296,578525,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120251,731551.000000000000000,1,0.000000000000000,228911.833677999995416,1554914,7212889,731551,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120252,734293.000000000000000,1,0.000000000000000,10391.791284099999757,1539185,7312570,734293,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120253,733728.000000000000000,1,0.000000000000000,22003.811908700001368,1538315,7311554,733728,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120254,733749.000000000000000,0,0.000000000000000,22038.918419599998742,1538367,7311450,733749,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120255,565814.000000000000000,1,0.000000000000000,7319.512338810000074,1542832,7308985,565814,12,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
120256,565839.000000000000000,1,0.000000000000000,8695.221810850000111,1542065,7309237,565839,12,0,2041,1,1,0,0,0,0,0,0,Utah County,MAG
120293,594736.000000000000000,1,0.000000000000000,285185.952920000010636,1579576,7266067,594736,8,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120297,582198.000000000000000,0,0.000000000000000,1426.749234469999919,1535053,7314114,582198,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120298,752933.000000000000000,1,0.000000000000000,22859.454371200001333,1535204,7312193,752933,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120299,584497.000000000000000,0,0.000000000000000,1457.284578909999937,1533712,7311492,584497,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120300,734207.000000000000000,1,0.000000000000000,13499.915929599999799,1532390,7312605,734207,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120301,734209.000000000000000,1,0.000000000000000,14273.085905699999785,1532213,7312621,734209,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120302,737217.000000000000000,0,0.000000000000000,131048.505548000000999,1532375,7314520,737217,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120303,661092.000000000000000,0,0.000000000000000,26608.449634500000684,1536541,7306663,661092,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120304,584544.000000000000000,1,0.000000000000000,91268.900876400002744,1537632,7306890,584544,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120305,665147.000000000000000,1,0.000000000000000,238841.647606000013184,1540425,7303391,665147,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120306,625076.000000000000000,1,0.000000000000000,22069.885009800000262,1539762,7302864,625076,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120307,674996.000000000000000,1,0.000000000000000,22002.581250399998680,1541121,7306267,674996,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120308,674968.000000000000000,1,0.000000000000000,21129.991993299998285,1542662,7306501,674968,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
120310,603575.000000000000000,1,0.000000000000000,201382.908055000007153,1581995,7195489,603575,10,0,2025,0,1,0,0,0,0,0,0,Utah County,MAG
120312,603032.000000000000000,0,0.000000000000000,2102.222330210000109,1587677,7202764,603032,8,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
120313,644036.000000000000000,1,0.000000000000000,5989.028602759999558,1566280,7162411,644036,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120314,691416.000000000000000,1,0.000000000000000,15229.372280999999930,1564582,7156117,691416,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120315,691596.000000000000000,0,0.000000000000000,12698.962987000000794,1567113,7158420,691596,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120316,691381.000000000000000,1,0.000000000000000,9057.796439219999229,1566620,7157635,691381,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120317,613184.000000000000000,1,0.000000000000000,158758.733574999991106,1565328,7157109,613184,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120318,638727.000000000000000,0,0.000000000000000,6221.833884429999671,1564576,7157251,638727,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120319,644313.000000000000000,1,0.000000000000000,9593.750205700000151,1566185,7161317,644313,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120320,644889.000000000000000,1,0.000000000000000,4996.937663720000273,1565798,7160242,644889,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120321,644325.000000000000000,1,0.000000000000000,15204.646491100000276,1566765,7162119,644325,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120322,716144.000000000000000,1,0.000000000000000,9994.036759209999218,1560269,7155030,716144,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120323,727626.000000000000000,1,0.000000000000000,11391.750512299999173,1563023,7157682,727626,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120324,643932.000000000000000,1,0.000000000000000,10176.915973499999382,1563914,7156406,643932,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120325,602219.000000000000000,1,0.000000000000000,1232143.608000000007451,1577691,7213558,602219,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120326,602392.000000000000000,0,0.000000000000000,3403.177335100000164,1572542,7207902,602392,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120327,602311.000000000000000,1,0.000000000000000,227603.895086000004085,1570446,7210895,602311,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120328,607659.000000000000000,0,0.000000000000000,348263.550161999999546,1559326,7210223,607659,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120329,601620.000000000000000,0,0.000000000000000,305297.237760999996681,1565816,7220366,601620,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120330,683576.000000000000000,0,0.000000000000000,231282.701983000006294,1570130,7209866,683576,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120331,601604.000000000000000,1,0.000000000000000,26534.034746000001178,1565268,7216958,601604,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120333,602195.000000000000000,1,0.000000000000000,238941.802480000013020,1577993,7210862,602195,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
120335,598434.000000000000000,0,0.000000000000000,1586190.120959999971092,1575113,7233698,598434,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120337,601980.000000000000000,0,0.000000000000000,99402.697866699993028,1587467,7212312,601980,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120338,602099.000000000000000,1,0.000000000000000,562598.380042999982834,1591492,7211176,602099,8,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120339,601943.000000000000000,0,0.000000000000000,3442.348066059999837,1592951,7210682,601943,8,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120343,603243.000000000000000,1,0.000000000000000,49800.637081499997294,1576019,7205002,603243,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
120345,608397.000000000000000,1,0.000000000000000,580280.788655000040308,1561113,7174803,608397,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120346,608421.000000000000000,0,0.000000000000000,3274.587323610000112,1560074,7176705,608421,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120348,735185.000000000000000,1,0.000000000000000,217654.700298999989172,1559668,7177978,735185,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
120349,579107.000000000000000,1,0.000000000000000,13149.790230500000689,1562433,7162207,579107,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120350,609027.000000000000000,1,0.000000000000000,36901.732305500001530,1563167,7162767,609027,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120351,612706.000000000000000,0,0.000000000000000,30257.279614300001413,1562967,7161614,612706,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120352,699319.000000000000000,1,0.000000000000000,14073.716038299999127,1561521,7160654,699319,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120353,578639.000000000000000,1,0.000000000000000,8161.901485590000448,1559999,7160321,578639,20,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120354,612829.000000000000000,1,0.000000000000000,32698.375793399998656,1558509,7161371,612829,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120355,694486.000000000000000,1,0.000000000000000,14352.215446800000791,1558613,7161677,694486,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120356,694487.000000000000000,1,0.000000000000000,15044.636646000000837,1558502,7161683,694487,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120357,578560.000000000000000,1,0.000000000000000,11541.788763099999414,1559402,7159011,578560,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120358,612889.000000000000000,1,0.000000000000000,12715.142164900000353,1557784,7157245,612889,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120359,612867.000000000000000,1,0.000000000000000,13829.521329499999410,1558602,7159645,612867,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120360,612880.000000000000000,0,0.000000000000000,15978.983704700000089,1558412,7159738,612880,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120361,578461.000000000000000,1,0.000000000000000,8409.948379280000154,1560376,7158074,578461,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120362,578464.000000000000000,1,0.000000000000000,9424.361841089999871,1559977,7158068,578464,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
120363,743442.000000000000000,0,0.000000000000000,8494.222570170000836,1550407,7152096,743442,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120364,579260.000000000000000,1,0.000000000000000,11971.239164900000105,1527292,7151693,579260,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
120365,744350.000000000000000,1,0.000000000000000,12356.970644700000776,1551513,7152084,744350,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120366,750996.000000000000000,0,0.000000000000000,16669.293921699998464,1549777,7156387,750996,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120367,744306.000000000000000,1,0.000000000000000,15317.767810600000303,1550443,7151008,744306,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120368,743484.000000000000000,0,0.000000000000000,10882.276850199999899,1550870,7151419,743484,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120369,579320.000000000000000,0,0.000000000000000,3166.104066389999844,1527925,7151165,579320,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
120370,743515.000000000000000,1,0.000000000000000,8007.002085989999614,1551033,7151979,743515,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120371,726148.000000000000000,1,0.000000000000000,19300.850247800000943,1550467,7153874,726148,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120372,579207.000000000000000,1,0.000000000000000,32650.976151999999274,1527673,7150779,579207,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
120373,743505.000000000000000,0,0.000000000000000,7891.079356100000041,1550804,7151863,743505,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
120374,608948.000000000000000,0,0.000000000000000,20910.189779200001794,1558510,7163433,608948,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120375,691929.000000000000000,0,0.000000000000000,9504.674761520000175,1558909,7165244,691929,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120376,690593.000000000000000,1,0.000000000000000,9696.186947539999892,1559396,7164183,690593,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120377,690130.000000000000000,1,0.000000000000000,9836.941512859999420,1559382,7163211,690130,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120378,742049.000000000000000,1,0.000000000000000,12931.459006999999474,1561141,7163552,742049,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120379,691938.000000000000000,0,0.000000000000000,7300.261944550000408,1558986,7164960,691938,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120380,691940.000000000000000,0,0.000000000000000,151.541699937999994,1558353,7164736,691940,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120381,691759.000000000000000,1,0.000000000000000,9462.132667170000786,1558477,7164382,691759,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120382,618253.000000000000000,1,0.000000000000000,12694.801333999999770,1560634,7164198,618253,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
120386,613052.000000000000000,0,0.000000000000000,87214.919941100000869,1550960,7155162,613052,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
125026,669515.000000000000000,1,0.000000000000000,13470.795438999999533,1533664,7312450,669515,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
125027,669499.000000000000000,1,0.000000000000000,11980.289180300000226,1533668,7311978,669499,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
125028,669495.000000000000000,1,0.000000000000000,12690.133318100000906,1533879,7312154,669495,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
125029,675036.000000000000000,1,0.000000000000000,24469.779213699999673,1535118,7311191,675036,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
125030,721827.000000000000000,1,0.000000000000000,22315.749162399999477,1538265,7303993,721827,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
125031,721833.000000000000000,1,0.000000000000000,22087.904103500000929,1539107,7304056,721833,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
125032,674967.000000000000000,1,0.000000000000000,18687.985388599998259,1542641,7306358,674967,4,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
125037,607372.000000000000000,1,0.000000000000000,251624.760878000000957,1600072,7200176,607372,4,0,2025,1,0,0,0,0,0,0,0,Utah County,MAG
125038,643792.000000000000000,1,0.000000000000000,5408.800649920000069,1565876,7161632,643792,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
125039,691218.000000000000000,1,0.000000000000000,12433.981811300000118,1566367,7158372,691218,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125040,646880.000000000000000,0,0.000000000000000,11023.752295500000400,1566479,7161121,646880,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125041,715010.000000000000000,1,0.000000000000000,14926.592021500000556,1564842,7159200,715010,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125042,643798.000000000000000,1,0.000000000000000,4847.035042210000029,1566154,7161818,643798,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
125043,638910.000000000000000,1,0.000000000000000,12878.749591499999951,1564880,7156828,638910,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125044,716600.000000000000000,1,0.000000000000000,20408.814499399999477,1565109,7158224,716600,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125045,715025.000000000000000,1,0.000000000000000,10121.546154800000295,1565260,7158965,715025,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125046,691364.000000000000000,1,0.000000000000000,12648.438813799999480,1566256,7157571,691364,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125047,691362.000000000000000,1,0.000000000000000,10802.235981800000445,1566255,7157736,691362,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125048,715019.000000000000000,1,0.000000000000000,10003.011274799999228,1564728,7158744,715019,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125049,715015.000000000000000,1,0.000000000000000,11928.183843799999522,1564728,7159085,715015,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125050,717161.000000000000000,1,0.000000000000000,16278.575583499999993,1565366,7157733,717161,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125051,613259.000000000000000,0,0.000000000000000,12526.244904200000747,1562555,7156613,613259,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
125052,613193.000000000000000,0,0.000000000000000,64284.167434299997694,1562147,7157022,613193,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
125053,744025.000000000000000,1,0.000000000000000,9833.498663899999883,1561446,7155154,744025,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
125054,643321.000000000000000,1,0.000000000000000,9721.731352500000867,1563646,7158853,643321,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
