zone_id,households,residential_units,population,res_price1,res_price2,avg_hh_income,hh_inc1,hh_inc2,hh_inc3,hh_inc4,jobs,jobs1,jobs2,jobs3,jobs4,jobs5,jobs6,jobs7,jobs8,jobs9,jobs10,job_spaces,non_residential_sqft,nonres_price3,nonres_price4,nonres_price5,COUNTY,pop_adjust
2859,24.0,24.0,63.604584114618405,26.345337615330582,54.21579821712041,67743.355555,4.0,6.0,10.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,400.0,0.0,0.0,0.0,4,1
141,151.0,151.0,400.37866654582416,64.27889210253247,69.08729470279735,62258.51015,43.0,25.0,46.0,37.0,1606.0,14.0,0.0,521.0,2.0,776.0,14.0,279.0,0.0,0.0,0.0,2605.0,1952024.40243856,5.784578314638607,98.79927234378366,115.03121683149182,1,1
2865,30.0,30.0,91.48604564431415,29.12469612717345,55.86666305328054,59965.97015,2.0,10.0,12.0,6.0,44.0,0.0,0.0,8.0,0.0,0.0,0.0,19.0,0.0,16.0,1.0,46.0,44850.0,5.847631783537846,0.0,0.0,4,1
1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0
2860,1.0,1.0,1.7425913456059836,39.615206002025865,0.0,51914.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1950.0,5.766041004299574,0.0,0.0,4,1
1714,477.0,527.0,1096.6442093975086,43.38451831043621,71.44189995617265,51511.69601,97.0,156.0,141.0,83.0,602.0,158.0,0.0,61.0,29.0,8.0,106.0,162.0,0.0,49.0,29.0,644.0,318915.0,5.707393153936974,148.9410549844709,196.93728660648364,3,1
2870,12.0,13.0,35.72312258492266,47.36366427548632,0.0,42667.199884999995,1.0,11.0,0.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,44213.47007,0.0,170.20034684131113,0.0,4,1
1413,1991.0,2051.0,7014.488463119515,34.07858959589162,56.88311119973912,76808.0,145.0,338.0,850.0,658.0,487.0,104.0,0.0,151.0,78.0,2.0,7.0,109.0,0.0,24.0,12.0,520.0,242553.0,7.675244995447172,204.62871114345762,167.35140612136846,3,1
912,1656.0,1708.0,4873.464860324212,37.116343660070335,51.151560983573354,35032.180739999996,727.0,523.0,297.0,109.0,572.0,22.0,0.0,310.0,30.0,13.0,28.0,85.0,0.0,66.0,18.0,646.0,277775.1418378,5.881405850198851,203.65508551126626,154.41084074981367,3,1
1423,1674.0,1689.0,5608.839990706153,37.69209060387751,64.66650136789438,63174.715655,132.0,446.0,896.0,200.0,130.0,32.0,0.0,24.0,18.0,1.0,2.0,28.0,0.0,3.0,22.0,153.0,99292.0,5.560965729971737,147.98602563068357,0.0,3,1
2866,20.0,20.0,61.86199276901242,31.28535863632945,0.0,57494.335805,1.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
196,1560.0,1600.0,3927.6583274530494,71.51900884862502,57.37189952397854,61936.37407,326.0,359.0,560.0,315.0,775.0,47.0,0.0,315.0,156.0,18.0,9.0,221.0,0.0,9.0,0.0,791.0,356150.649683,4.880217883380436,166.23345378660767,140.08876241734592,1,1
417,1737.0,1817.0,4703.979403901056,58.400468542104214,65.83293846116815,79207.81818,186.0,208.0,666.0,677.0,858.0,151.0,0.0,50.0,420.0,34.0,30.0,135.0,0.0,30.0,8.0,860.0,508853.0,5.889082838079499,168.32682425327246,157.14940245372927,1,1
530,1941.0,2070.0,5503.035792151163,91.96818362509467,55.445961770137224,60375.859379999994,216.0,555.0,870.0,300.0,951.0,49.0,0.0,78.0,95.0,19.0,190.0,339.0,0.0,176.0,5.0,998.0,492707.05503268,5.467878911332269,141.26706597175107,182.95566035030944,2,1
933,1501.0,1574.0,5305.337287269217,34.23361657073522,0.0,54438.83077000001,144.0,614.0,561.0,182.0,709.0,0.0,0.0,291.0,0.0,396.0,11.0,7.0,0.0,1.0,3.0,909.0,732636.831972,5.590358346518216,124.59920175182212,163.3267830306529,3,1
467,1863.0,2090.0,5666.827216569767,78.99777690581833,36.38405948206456,61120.519479999995,209.0,531.0,782.0,341.0,658.0,21.0,0.0,166.0,119.0,0.0,98.0,188.0,0.0,48.0,18.0,723.0,397413.937378,0.0,145.8182985519507,163.37950598218566,2,1
1789,1.0,1.0,6.0990697096209425,53.110253859543725,0.0,60612.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
650,1550.0,1590.0,4644.911155523256,80.21341412890229,62.67964969599431,85463.17104,117.0,267.0,473.0,693.0,378.0,27.0,0.0,20.0,15.0,3.0,20.0,160.0,0.0,97.0,36.0,383.0,173645.28315575,5.5093445726654435,135.50007671927298,141.74258711883263,2,1
748,2039.0,2087.0,7132.771994066236,40.349490920509595,52.23170514792614,39328.08884,675.0,695.0,544.0,125.0,400.0,0.0,0.0,193.0,1.0,1.0,1.0,66.0,0.0,137.0,1.0,436.0,165800.0,0.0,117.51908348947988,159.0602317008546,3,1
1689,1364.0,1419.0,3486.1549198405746,38.85247389452695,62.614390835082155,98637.78156999999,81.0,173.0,290.0,820.0,619.0,72.0,0.0,185.0,45.0,3.0,6.0,80.0,0.0,188.0,40.0,665.0,288346.0,5.859505097165913,135.59336842067154,169.8159667001676,3,1
1565,1306.0,1364.0,4452.595552537041,34.10414338888426,72.45374815878178,55707.35514,131.0,490.0,435.0,250.0,307.0,1.0,0.0,113.0,0.0,0.0,57.0,120.0,0.0,15.0,1.0,332.0,116200.0,0.0,0.0,0.0,3,1
1688,1358.0,1396.0,3545.7551486121783,37.210196080266755,74.40887445118796,85896.12318,199.0,100.0,453.0,606.0,971.0,75.0,0.0,131.0,185.0,1.0,21.0,293.0,0.0,249.0,16.0,1033.0,464050.0,5.807726664326505,143.29358806633564,182.20197503273647,3,1
1420,1875.0,1984.0,6215.845397580025,33.72572567409,73.67958779224927,68551.16667,134.0,420.0,901.0,420.0,33.0,0.0,0.0,4.0,6.0,0.0,8.0,15.0,0.0,0.0,0.0,215.0,118375.375714,5.9436866204484895,0.0,146.40559710808677,3,1
2119,962.0,979.0,2967.63306156699,46.93107576069859,72.46158118429591,95276.333355,46.0,113.0,281.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
1535,1275.0,1308.0,3989.5476213115044,36.017400487081034,67.89838477681567,78137.09757,87.0,197.0,459.0,532.0,170.0,0.0,0.0,113.0,19.0,0.0,31.0,0.0,0.0,7.0,0.0,193.0,90756.0,0.0,0.0,190.58874061305767,3,1
1701,1334.0,1384.0,3648.450927418634,41.51014023723032,51.05773361031739,77211.0,149.0,182.0,555.0,448.0,1094.0,74.0,0.0,279.0,339.0,3.0,6.0,163.0,0.0,230.0,0.0,1106.0,472791.2467625,0.0,145.6310304680461,202.70610387172678,3,1
499,1353.0,1410.0,4547.88253997093,84.6596825382782,39.801084831987176,65534.242060000004,145.0,338.0,681.0,189.0,622.0,0.0,0.0,63.0,117.0,16.0,178.0,110.0,0.0,99.0,39.0,627.0,402464.20652040007,6.068932624345724,106.78869071842847,152.16895527168,2,1
641,1783.0,1846.0,4644.020984738372,91.009756957514,74.3969906478198,52200.06533,389.0,563.0,572.0,259.0,4812.0,7.0,0.0,333.0,89.0,41.0,2440.0,1241.0,0.0,102.0,559.0,4899.0,3503367.32184052,6.018951062945311,130.42141334840704,175.48692984495028,2,1
543,1583.0,1665.0,4757.072674418605,93.66617726706188,51.60688698146043,69428.64537,74.0,341.0,743.0,425.0,510.0,41.0,0.0,16.0,157.0,7.0,41.0,136.0,0.0,74.0,38.0,555.0,308016.56830015004,5.039154044254297,159.60506182433534,170.26412913808838,2,1
