OID_,parcel_id,max_dua,max_far,year,type1,type2,type3,type4,type5,type6,type7,type8,locnote,mponote
105263,644841,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105264,691732,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105265,691393,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105266,715975,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105267,691541,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105268,646876,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105269,623835,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105270,744512,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105271,744502,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105272,578683,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105273,744518,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105274,603405,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105275,603411,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
105276,598483,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105277,601420,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105279,602054,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105280,735199,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105281,579071,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105282,578924,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105283,578827,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105284,579042,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105285,578680,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105286,612794,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105287,579009,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105288,625727,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105289,623441,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105290,608925,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105291,623447,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105292,683489,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105293,578293,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105294,579358,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
105295,579326,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
105296,579256,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
105297,750761,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
105298,750699,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
105299,750934,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
105300,750405,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
105301,750966,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
105302,740680,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
105303,743511,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
105304,725298,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
105305,726139,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
105306,726146,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
105307,579282,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
105308,579058,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105309,579050,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105310,690471,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105311,717549,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105312,617976,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105313,690632,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105314,617974,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105329,579533,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105330,582107,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
105331,582235,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
105332,603421,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105333,603202,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105334,603313,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105335,608084,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105336,695263,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105337,578851,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
105338,664370,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105340,602414,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105341,602603,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105342,601534,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
105343,611159,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
105344,740705,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
105345,729949,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
105346,730121,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
105347,582359,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110032,594686,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110033,738416,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110034,752926,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110035,669494,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110036,752626,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110037,734229,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110038,661078,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110039,753003,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110040,753049,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110041,609065,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110042,691591,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110043,644051,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110044,691787,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110045,746357,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110046,701702,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110047,713793,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110048,613213,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110049,643940,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110050,611663,2.5,0,2031,1,0,0,0,0,0,0,0,Utah County,MAG
110051,602329,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110052,601583,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110053,601573,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110054,602296,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110055,601609,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110056,603404,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110057,602421,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
110058,724166,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110059,602172,6,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110060,601502,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110061,601507,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110063,608161,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110064,681207,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110066,700683,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110067,607788,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110068,634126,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110069,609024,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110070,609031,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110071,578939,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110072,623542,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110073,578980,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110074,578982,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110075,578952,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110076,578889,20,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110077,579014,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110078,578305,20,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110079,578710,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110080,683490,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110081,578466,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110082,744368,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110083,579325,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
110084,729328,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
110085,613036,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110086,744330,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110087,726136,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110088,579362,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
110089,750929,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110090,743527,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110091,639916,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110092,634065,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110093,608971,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110094,634424,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110095,634072,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110100,609978,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110101,602229,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110103,738724,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110104,738872,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110108,644040,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110109,632473,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110110,602256,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110111,602510,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
110112,601827,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110132,579518,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110133,738839,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110134,582205,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110135,578748,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110136,578852,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110137,617972,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110138,730128,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110167,669472,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110168,745541,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110169,733545,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110170,646572,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110171,675003,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110173,646887,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110174,691226,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110175,691237,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110176,715973,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110177,715020,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110178,752128,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110179,744507,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110180,727622,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110181,613280,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110182,602314,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110183,675563,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110184,601644,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110186,601528,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110187,603138,6,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110188,602660,12,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
110189,602574,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110190,602520,8,0,2030,1,1,0,1,1,0,0,0,Utah County,MAG
110191,689716,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110192,608225,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110195,646387,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110196,735186,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110197,578947,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110198,634119,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110199,579103,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110200,579065,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110201,578926,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110202,578954,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110203,623429,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110204,612826,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110205,625737,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110206,578895,20,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110207,634068,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110208,634412,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110209,613079,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110210,612653,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110211,578553,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110212,633160,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110213,683483,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110214,579333,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
110215,740775,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
110216,744358,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110217,744307,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110218,652093,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
110219,579305,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
110220,740846,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
110221,726147,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110222,725671,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
110223,608604,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110224,742074,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110225,742060,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110226,690429,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110227,715148,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110228,690659,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110229,742048,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110230,717551,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110231,690594,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110232,690482,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110233,717433,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110234,690462,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110236,638701,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110238,622455,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110242,584327,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110267,738863,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110268,579440,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110269,579429,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
110271,603228,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110272,609113,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
110274,578742,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110275,632471,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
110276,629711,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110308,669492,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110309,735419,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110310,752617,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110311,646582,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110312,753043,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110313,675325,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
110314,675001,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
115023,691731,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115024,638699,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115025,716128,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115026,616469,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115027,727602,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115028,602356,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115029,718375,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115030,602286,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115031,602386,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115032,602241,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115033,751510,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115034,601512,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115035,602524,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115036,651958,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115039,608909,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115040,703185,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115041,735202,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115042,704337,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115043,579078,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115044,651975,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115045,634099,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115046,612684,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115047,578959,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115048,578961,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115049,578898,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115050,579030,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115051,578888,20,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
115052,612773,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115053,625742,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115054,579018,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115055,579012,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115056,579021,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115057,578673,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115058,703527,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115059,579158,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115060,635802,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115061,613065,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115062,578465,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115063,743461,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
115064,579173,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
115065,740778,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
115066,750935,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
115067,579319,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
115068,750790,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
115069,743494,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
115070,750782,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
115071,608682,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115072,579054,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115073,690580,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115074,619794,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115075,690416,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115076,618332,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115077,690424,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115078,717434,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115082,617975,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115083,690433,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115108,579430,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115109,738739,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115110,738797,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115111,582243,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
115113,738867,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115114,737868,3,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
115115,737975,3,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115117,602391,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115118,602618,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115119,682916,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115128,603299,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115129,734327,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115130,684500,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115131,603219,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115132,622541,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115133,578762,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115134,578763,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115135,578772,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115168,653448,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
115169,752939,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
115170,735101,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
115171,584697,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
115172,721838,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
115173,619121,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
115174,674992,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
115175,584061,3.5,0,2028,1,0,0,0,0,0,0,0,Lehi Low Density 28,MAG
115177,605286,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115178,605274,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115179,644543,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115180,646857,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115181,691370,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115182,638911,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115183,717164,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115184,716130,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115185,644902,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115186,715017,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115187,578686,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115188,714307,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115189,615687,2.5,0,2031,1,0,0,0,0,0,0,0,Utah County,MAG
115190,602393,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115191,602313,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115192,602292,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115193,601566,1,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115194,603312,4,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115195,601747,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115196,609004,4,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115197,703180,2,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115198,735197,3,0,2030,1,0,0,0,0,0,0,0,Utah County,MAG
115199,634291,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115200,651973,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115201,579069,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115202,623539,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115203,634110,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115204,634129,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115205,612683,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115206,578866,20,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
115207,579033,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115208,578887,20,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
115209,634513,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115210,717344,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115211,612828,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115212,579022,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115213,634511,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115214,578559,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115215,579160,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115216,579155,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115217,633162,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115218,633166,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115219,579265,2,0,2040,1,0,0,0,0,0,0,0,Utah County,MAG
115220,750944,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
115221,743507,24,0,2035,0,1,0,0,0,0,0,0,Utah County,MAG
115222,579056,12,0,2035,1,1,0,0,0,0,0,0,Utah County,MAG
115223,691763,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
115224,634036,8,0,2035,1,0,0,0,0,0,0,0,Utah County,MAG
