zone_id,households,residential_units,population,res_price1,res_price2,avg_hh_income,hh_inc1,hh_inc2,hh_inc3,hh_inc4,jobs,jobs1,jobs2,jobs3,jobs4,jobs5,jobs6,jobs7,jobs8,jobs9,jobs10,job_spaces,non_residential_sqft,nonres_price3,nonres_price4,nonres_price5,COUNTY,pop_adjust
2859,24.0,24.0,61.66961295727719,26.244816221816997,51.20158771825581,67743.355555,4.0,6.0,10.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,400.0,0.0,0.0,0.0,4,1
141,162.0,166.0,416.25072259458966,63.29991387247324,70.64020627166428,62988.226975,48.0,24.0,50.0,40.0,2950.0,15.0,0.0,1295.0,3.0,753.0,30.0,699.0,0.0,123.0,32.0,3921.0,2804475.7377349604,5.397691547944562,90.85343801244885,113.02183452454577,1,1
2865,30.0,30.0,88.70286795224801,28.901028416967574,52.55257615700456,59965.97015,2.0,10.0,12.0,6.0,46.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,0.0,16.0,1.0,46.0,44850.0,5.757144864795462,0.0,0.0,4,1
1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0
2860,1.0,1.0,1.6895784371856764,38.972885234340566,0.0,51914.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1950.0,5.694792978378941,0.0,0.0,4,1
1714,609.0,717.0,1382.6633977287156,43.29962285223691,68.83489910134088,52465.616310000005,128.0,188.0,174.0,119.0,600.0,170.0,0.0,61.0,29.0,8.0,93.0,169.0,0.0,41.0,29.0,621.0,306208.26969375,5.639551504292349,142.21461110255305,200.84969084483288,3,1
2870,37.0,42.0,96.30597091958356,38.249802397333575,0.0,39061.760389999996,7.0,30.0,0.0,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,44213.47007,0.0,153.1959598944685,0.0,4,1
1413,2008.0,2060.0,6751.011957818824,34.24751214781005,53.90420714346456,76709.52821,152.0,338.0,859.0,659.0,491.0,104.0,0.0,151.0,79.0,2.0,7.0,111.0,0.0,25.0,12.0,520.0,242553.0,7.523521181003167,189.8145219300488,166.00542338750805,3,1
912,1671.0,1726.0,4683.158132662363,37.70013503330357,49.03851925086958,35213.95149,726.0,530.0,306.0,109.0,777.0,11.0,0.0,223.0,40.0,13.0,37.0,180.0,0.0,255.0,18.0,991.0,467779.7733886,5.847135048405217,157.83349745472205,192.03944269287356,3,1
1423,1678.0,1690.0,5376.24448050861,38.224539164967794,62.015772652833974,63081.192760000005,135.0,447.0,896.0,200.0,137.0,34.0,0.0,25.0,18.0,1.0,2.0,32.0,0.0,3.0,22.0,153.0,99292.0,5.468117882559005,142.17411453979344,0.0,3,1
